id,page_index,text_id,status,error
easyread-text-18-18,18,text-18-18,enqueued,
easyread-text-10-0,10,text-10-0,success,
easyread-text-18-19,18,text-18-19,enqueued,
easyread-text-18-19,18,text-18-19,enqueued,
easyread-text-10-3,10,text-10-3,success,
easyread-text-18-20,18,text-18-20,enqueued,
easyread-text-10-4,10,text-10-4,success,
easyread-text-18-20,18,text-18-20,enqueued,
easyread-text-18-21,18,text-18-21,enqueued,
easyread-text-18-21,18,text-18-21,enqueued,
easyread-text-18-22,18,text-18-22,enqueued,
easyread-text-18-22,18,text-18-22,enqueued,
easyread-text-10-3,10,text-10-3,success,
easyread-text-18-23,18,text-18-23,enqueued,
easyread-text-18-23,18,text-18-23,enqueued,
easyread-text-18-24,18,text-18-24,enqueued,
easyread-text-18-24,18,text-18-24,enqueued,
easyread-text-10-2,10,text-10-2,success,
easyread-text-10-7,10,text-10-7,success,
easyread-text-10-7,10,text-10-7,success,
easyread-text-10-5,10,text-10-5,success,
easyread-text-12-0,12,text-12-0,enqueued,
easyread-text-12-0,12,text-12-0,enqueued,
easyread-text-12-1,12,text-12-1,enqueued,
easyread-text-12-1,12,text-12-1,enqueued,
easyread-text-12-2,12,text-12-2,enqueued,
easyread-text-12-2,12,text-12-2,enqueued,
easyread-text-12-3,12,text-12-3,enqueued,
easyread-text-12-3,12,text-12-3,enqueued,
easyread-text-12-4,12,text-12-4,enqueued,
easyread-text-12-4,12,text-12-4,enqueued,
easyread-text-12-5,12,text-12-5,enqueued,
easyread-text-12-5,12,text-12-5,enqueued,
easyread-text-12-6,12,text-12-6,enqueued,
easyread-text-10-5,10,text-10-5,success,
easyread-text-10-6,10,text-10-6,success,
easyread-text-12-6,12,text-12-6,enqueued,
easyread-text-12-7,12,text-12-7,enqueued,
easyread-text-12-7,12,text-12-7,enqueued,
easyread-text-12-8,12,text-12-8,enqueued,
easyread-text-12-8,12,text-12-8,enqueued,
easyread-text-10-4,10,text-10-4,success,
easyread-text-12-9,12,text-12-9,enqueued,
easyread-text-12-9,12,text-12-9,enqueued,
easyread-text-12-10,12,text-12-10,enqueued,
easyread-text-12-10,12,text-12-10,enqueued,
easyread-text-12-11,12,text-12-11,enqueued,
easyread-text-12-11,12,text-12-11,enqueued,
easyread-text-12-12,12,text-12-12,enqueued,
easyread-text-12-12,12,text-12-12,enqueued,
easyread-text-10-6,10,text-10-6,success,
easyread-text-12-13,12,text-12-13,enqueued,
easyread-text-12-13,12,text-12-13,enqueued,
easyread-text-12-14,12,text-12-14,enqueued,
easyread-text-12-14,12,text-12-14,enqueued,
easyread-text-13-0,13,text-13-0,enqueued,
easyread-text-13-0,13,text-13-0,enqueued,
easyread-text-20-0,20,text-20-0,enqueued,
easyread-text-13-1,13,text-13-1,enqueued,
easyread-text-20-0,20,text-20-0,enqueued,
easyread-text-13-1,13,text-13-1,enqueued,
easyread-text-20-1,20,text-20-1,enqueued,
easyread-text-13-2,13,text-13-2,enqueued,
easyread-text-20-1,20,text-20-1,enqueued,
easyread-text-13-2,13,text-13-2,enqueued,
easyread-text-20-2,20,text-20-2,enqueued,
easyread-text-20-2,20,text-20-2,enqueued,
easyread-text-13-3,13,text-13-3,enqueued,
easyread-text-13-3,13,text-13-3,enqueued,
easyread-text-20-3,20,text-20-3,enqueued,
easyread-text-20-3,20,text-20-3,enqueued,
easyread-text-13-4,13,text-13-4,enqueued,
easyread-text-13-4,13,text-13-4,enqueued,
easyread-text-15-0,15,text-15-0,enqueued,
easyread-text-20-4,20,text-20-4,enqueued,
easyread-text-15-0,15,text-15-0,enqueued,
easyread-text-13-5,13,text-13-5,enqueued,
easyread-text-20-4,20,text-20-4,enqueued,
easyread-text-15-1,15,text-15-1,enqueued,
easyread-text-13-5,13,text-13-5,enqueued,
easyread-text-10-8,10,text-10-8,success,
easyread-text-15-1,15,text-15-1,enqueued,
easyread-text-20-5,20,text-20-5,enqueued,
easyread-text-10-9,10,text-10-9,success,
easyread-text-20-5,20,text-20-5,enqueued,
easyread-text-13-6,13,text-13-6,enqueued,
easyread-text-15-2,15,text-15-2,enqueued,
easyread-text-10-10,10,text-10-10,success,
easyread-text-20-6,20,text-20-6,enqueued,
easyread-text-13-6,13,text-13-6,enqueued,
easyread-text-15-2,15,text-15-2,enqueued,
easyread-text-20-6,20,text-20-6,enqueued,
easyread-text-13-7,13,text-13-7,enqueued,
easyread-text-10-9,10,text-10-9,success,
easyread-text-15-3,15,text-15-3,enqueued,
easyread-text-13-7,13,text-13-7,enqueued,
easyread-text-20-7,20,text-20-7,enqueued,
easyread-text-15-3,15,text-15-3,enqueued,
easyread-text-10-13,10,text-10-13,success,
easyread-text-20-7,20,text-20-7,enqueued,
easyread-text-13-8,13,text-13-8,enqueued,
easyread-text-15-4,15,text-15-4,enqueued,
easyread-text-13-8,13,text-13-8,enqueued,
easyread-text-20-8,20,text-20-8,enqueued,
easyread-text-15-4,15,text-15-4,enqueued,
easyread-text-13-9,13,text-13-9,enqueued,
easyread-text-20-8,20,text-20-8,enqueued,
easyread-text-13-9,13,text-13-9,enqueued,
easyread-text-15-5,15,text-15-5,enqueued,
easyread-text-10-8,10,text-10-8,success,
easyread-text-20-9,20,text-20-9,enqueued,
easyread-text-10-10,10,text-10-10,success,
easyread-text-13-10,13,text-13-10,enqueued,
easyread-text-15-5,15,text-15-5,enqueued,
easyread-text-20-9,20,text-20-9,enqueued,
easyread-text-13-10,13,text-13-10,enqueued,
easyread-text-10-11,10,text-10-11,success,
easyread-text-15-6,15,text-15-6,enqueued,
easyread-text-20-10,20,text-20-10,enqueued,
easyread-text-13-11,13,text-13-11,enqueued,
easyread-text-15-6,15,text-15-6,enqueued,
easyread-text-20-10,20,text-20-10,enqueued,
easyread-text-13-11,13,text-13-11,enqueued,
easyread-text-15-7,15,text-15-7,enqueued,
easyread-text-20-11,20,text-20-11,enqueued,
easyread-text-15-7,15,text-15-7,enqueued,
easyread-text-13-12,13,text-13-12,enqueued,
easyread-text-20-11,20,text-20-11,enqueued,
easyread-text-10-11,10,text-10-11,success,
easyread-text-13-12,13,text-13-12,enqueued,
easyread-text-18-0,18,text-18-0,success,
easyread-text-15-8,15,text-15-8,enqueued,
easyread-text-20-12,20,text-20-12,enqueued,
easyread-text-15-8,15,text-15-8,enqueued,
easyread-text-20-12,20,text-20-12,enqueued,
easyread-text-13-13,13,text-13-13,enqueued,
easyread-text-15-9,15,text-15-9,enqueued,
easyread-text-13-13,13,text-13-13,enqueued,
easyread-text-15-9,15,text-15-9,enqueued,
easyread-text-20-13,20,text-20-13,enqueued,
easyread-text-20-13,20,text-20-13,enqueued,
easyread-text-13-14,13,text-13-14,enqueued,
easyread-text-15-10,15,text-15-10,enqueued,
easyread-text-20-14,20,text-20-14,enqueued,
easyread-text-13-14,13,text-13-14,enqueued,
easyread-text-17-0,17,text-17-0,enqueued,
easyread-text-15-10,15,text-15-10,enqueued,
easyread-text-20-14,20,text-20-14,enqueued,
easyread-text-13-15,13,text-13-15,enqueued,
easyread-text-17-0,17,text-17-0,enqueued,
easyread-text-15-11,15,text-15-11,enqueued,
easyread-text-10-13,10,text-10-13,success,
easyread-text-13-15,13,text-13-15,enqueued,
easyread-text-20-15,20,text-20-15,enqueued,
easyread-text-17-1,17,text-17-1,enqueued,
easyread-text-10-12,10,text-10-12,success,
easyread-text-15-11,15,text-15-11,enqueued,
easyread-text-13-16,13,text-13-16,enqueued,
easyread-text-20-15,20,text-20-15,enqueued,
easyread-text-17-1,17,text-17-1,enqueued,
easyread-text-15-12,15,text-15-12,enqueued,
easyread-text-13-16,13,text-13-16,enqueued,
easyread-text-20-16,20,text-20-16,enqueued,
easyread-text-15-12,15,text-15-12,enqueued,
easyread-text-17-2,17,text-17-2,enqueued,
easyread-text-13-17,13,text-13-17,enqueued,
easyread-text-20-16,20,text-20-16,enqueued,
easyread-text-15-13,15,text-15-13,enqueued,
easyread-text-17-2,17,text-17-2,enqueued,
easyread-text-13-17,13,text-13-17,enqueued,
easyread-text-20-17,20,text-20-17,enqueued,
easyread-text-15-13,15,text-15-13,enqueued,
easyread-text-17-3,17,text-17-3,enqueued,
easyread-text-18-0,18,text-18-0,success,
easyread-text-20-17,20,text-20-17,enqueued,
easyread-text-13-18,13,text-13-18,enqueued,
easyread-text-15-14,15,text-15-14,enqueued,
easyread-text-17-3,17,text-17-3,enqueued,
easyread-text-13-18,13,text-13-18,enqueued,
easyread-text-15-14,15,text-15-14,enqueued,
easyread-text-20-18,20,text-20-18,enqueued,
easyread-text-20-18,20,text-20-18,enqueued,
easyread-text-17-4,17,text-17-4,enqueued,
easyread-text-13-19,13,text-13-19,enqueued,
easyread-text-15-15,15,text-15-15,enqueued,
easyread-text-17-4,17,text-17-4,enqueued,
easyread-text-18-1,18,text-18-1,success,
easyread-text-13-19,13,text-13-19,enqueued,
easyread-text-18-2,18,text-18-2,success,
easyread-text-20-19,20,text-20-19,enqueued,
easyread-text-15-15,15,text-15-15,enqueued,
easyread-text-17-5,17,text-17-5,enqueued,
easyread-text-13-20,13,text-13-20,enqueued,
easyread-text-20-19,20,text-20-19,enqueued,
easyread-text-10-1,10,text-10-1,success,
easyread-text-17-5,17,text-17-5,enqueued,
easyread-text-13-20,13,text-13-20,enqueued,
easyread-text-15-16,15,text-15-16,enqueued,
easyread-text-20-20,20,text-20-20,enqueued,
easyread-text-17-6,17,text-17-6,enqueued,
easyread-text-13-21,13,text-13-21,enqueued,
easyread-text-15-16,15,text-15-16,enqueued,
easyread-text-20-20,20,text-20-20,enqueued,
easyread-text-17-6,17,text-17-6,enqueued,
easyread-text-13-21,13,text-13-21,enqueued,
easyread-text-15-17,15,text-15-17,enqueued,
easyread-text-20-21,20,text-20-21,enqueued,
easyread-text-17-7,17,text-17-7,enqueued,
easyread-text-15-17,15,text-15-17,enqueued,
easyread-text-13-22,13,text-13-22,enqueued,
easyread-text-20-21,20,text-20-21,enqueued,
easyread-text-22-0,22,text-22-0,enqueued,
easyread-text-17-7,17,text-17-7,enqueued,
easyread-text-15-18,15,text-15-18,enqueued,
easyread-text-13-22,13,text-13-22,enqueued,
easyread-text-22-0,22,text-22-0,enqueued,
easyread-text-20-22,20,text-20-22,enqueued,
easyread-text-15-18,15,text-15-18,enqueued,
easyread-text-17-8,17,text-17-8,enqueued,
easyread-text-13-23,13,text-13-23,enqueued,
easyread-text-22-1,22,text-22-1,enqueued,
easyread-text-20-22,20,text-20-22,enqueued,
easyread-text-15-19,15,text-15-19,enqueued,
easyread-text-18-4,18,text-18-4,success,
easyread-text-17-8,17,text-17-8,enqueued,
easyread-text-13-23,13,text-13-23,enqueued,
easyread-text-22-1,22,text-22-1,enqueued,
easyread-text-15-19,15,text-15-19,enqueued,
easyread-text-20-23,20,text-20-23,enqueued,
easyread-text-17-9,17,text-17-9,enqueued,
easyread-text-22-2,22,text-22-2,enqueued,
easyread-text-15-20,15,text-15-20,enqueued,
easyread-text-20-23,20,text-20-23,enqueued,
easyread-text-18-5,18,text-18-5,success,
easyread-text-17-9,17,text-17-9,enqueued,
easyread-text-22-2,22,text-22-2,enqueued,
easyread-text-15-20,15,text-15-20,enqueued,
easyread-text-18-1,18,text-18-1,success,
easyread-text-20-24,20,text-20-24,enqueued,
easyread-text-17-10,17,text-17-10,enqueued,
easyread-text-22-3,22,text-22-3,enqueued,
easyread-text-20-24,20,text-20-24,enqueued,
easyread-text-17-10,17,text-17-10,enqueued,
easyread-text-15-21,15,text-15-21,enqueued,
easyread-text-22-3,22,text-22-3,enqueued,
easyread-text-25-0,25,text-25-0,enqueued,
easyread-text-21-0,21,text-21-0,enqueued,
easyread-text-18-3,18,text-18-3,success,
easyread-text-20-25,20,text-20-25,enqueued,
easyread-text-15-21,15,text-15-21,enqueued,
easyread-text-17-11,17,text-17-11,enqueued,
easyread-text-22-4,22,text-22-4,enqueued,
easyread-text-25-0,25,text-25-0,enqueued,
easyread-text-21-0,21,text-21-0,enqueued,
easyread-text-20-25,20,text-20-25,enqueued,
easyread-text-17-11,17,text-17-11,enqueued,
easyread-text-15-22,15,text-15-22,enqueued,
easyread-text-22-4,22,text-22-4,enqueued,
easyread-text-18-7,18,text-18-7,success,
easyread-text-25-1,25,text-25-1,enqueued,
easyread-text-18-7,18,text-18-7,success,
easyread-text-18-6,18,text-18-6,success,
easyread-text-21-1,21,text-21-1,enqueued,
easyread-text-20-26,20,text-20-26,enqueued,
easyread-text-15-22,15,text-15-22,enqueued,
easyread-text-17-12,17,text-17-12,enqueued,
easyread-text-10-12,10,text-10-12,success,
easyread-text-22-5,22,text-22-5,enqueued,
easyread-text-25-1,25,text-25-1,enqueued,
easyread-text-21-1,21,text-21-1,enqueued,
easyread-text-20-26,20,text-20-26,enqueued,
easyread-text-17-12,17,text-17-12,enqueued,
easyread-text-18-3,18,text-18-3,success,
easyread-text-18-4,18,text-18-4,success,
easyread-text-15-23,15,text-15-23,enqueued,
easyread-text-22-5,22,text-22-5,enqueued,
easyread-text-25-2,25,text-25-2,enqueued,
easyread-text-21-2,21,text-21-2,enqueued,
easyread-text-20-27,20,text-20-27,enqueued,
easyread-text-17-13,17,text-17-13,enqueued,
easyread-text-15-23,15,text-15-23,enqueued,
easyread-text-22-6,22,text-22-6,enqueued,
easyread-text-25-2,25,text-25-2,enqueued,
easyread-text-21-2,21,text-21-2,enqueued,
easyread-text-20-27,20,text-20-27,enqueued,
easyread-text-17-13,17,text-17-13,enqueued,
easyread-text-22-6,22,text-22-6,enqueued,
easyread-text-15-24,15,text-15-24,enqueued,
easyread-text-25-3,25,text-25-3,enqueued,
easyread-text-21-3,21,text-21-3,enqueued,
easyread-text-23-0,23,text-23-0,enqueued,
easyread-text-20-28,20,text-20-28,enqueued,
easyread-text-17-14,17,text-17-14,enqueued,
easyread-text-22-7,22,text-22-7,enqueued,
easyread-text-15-24,15,text-15-24,enqueued,
easyread-text-25-3,25,text-25-3,enqueued,
easyread-text-21-3,21,text-21-3,enqueued,
easyread-text-23-0,23,text-23-0,enqueued,
easyread-text-20-28,20,text-20-28,enqueued,
easyread-text-17-14,17,text-17-14,enqueued,
easyread-text-22-7,22,text-22-7,enqueued,
easyread-text-15-25,15,text-15-25,enqueued,
easyread-text-25-4,25,text-25-4,enqueued,
easyread-text-21-4,21,text-21-4,enqueued,
easyread-text-23-1,23,text-23-1,enqueued,
easyread-text-20-29,20,text-20-29,enqueued,
easyread-text-18-5,18,text-18-5,success,
easyread-text-15-25,15,text-15-25,enqueued,
easyread-text-10-2,10,text-10-2,success,
easyread-text-25-4,25,text-25-4,enqueued,
easyread-text-18-6,18,text-18-6,success,
easyread-text-21-4,21,text-21-4,enqueued,
easyread-text-23-1,23,text-23-1,enqueued,
easyread-text-20-29,20,text-20-29,enqueued,
easyread-text-17-15,17,text-17-15,enqueued,
easyread-text-22-8,22,text-22-8,enqueued,
easyread-text-18-8,18,text-18-8,success,
easyread-text-14-0,14,text-14-0,enqueued,
easyread-text-25-5,25,text-25-5,enqueued,
easyread-text-21-5,21,text-21-5,enqueued,
easyread-text-23-2,23,text-23-2,enqueued,
easyread-text-17-15,17,text-17-15,enqueued,
easyread-text-20-30,20,text-20-30,enqueued,
easyread-text-22-8,22,text-22-8,enqueued,
easyread-text-18-8,18,text-18-8,success,
easyread-text-14-0,14,text-14-0,enqueued,
easyread-text-25-5,25,text-25-5,enqueued,
easyread-text-21-5,21,text-21-5,enqueued,
easyread-text-23-2,23,text-23-2,enqueued,
easyread-text-20-30,20,text-20-30,enqueued,
easyread-text-17-16,17,text-17-16,enqueued,
easyread-text-22-9,22,text-22-9,enqueued,
easyread-text-14-1,14,text-14-1,enqueued,
easyread-text-25-6,25,text-25-6,enqueued,
easyread-text-21-6,21,text-21-6,enqueued,
easyread-text-23-3,23,text-23-3,enqueued,
easyread-text-17-16,17,text-17-16,enqueued,
easyread-text-22-9,22,text-22-9,enqueued,
easyread-text-14-1,14,text-14-1,enqueued,
easyread-text-20-31,20,text-20-31,enqueued,
easyread-text-25-6,25,text-25-6,enqueued,
easyread-text-21-6,21,text-21-6,enqueued,
easyread-text-23-3,23,text-23-3,enqueued,
easyread-text-20-31,20,text-20-31,enqueued,
easyread-text-17-17,17,text-17-17,enqueued,
easyread-text-22-10,22,text-22-10,enqueued,
easyread-text-17-17,17,text-17-17,enqueued,
easyread-text-14-2,14,text-14-2,enqueued,
easyread-text-25-7,25,text-25-7,enqueued,
easyread-text-22-10,22,text-22-10,enqueued,
easyread-text-21-7,21,text-21-7,enqueued,
easyread-text-14-2,14,text-14-2,enqueued,
easyread-text-23-4,23,text-23-4,enqueued,
easyread-text-20-32,20,text-20-32,enqueued,
easyread-text-25-7,25,text-25-7,enqueued,
easyread-text-30-0,30,text-30-0,enqueued,
easyread-text-17-18,17,text-17-18,enqueued,
easyread-text-22-11,22,text-22-11,enqueued,
easyread-text-21-7,21,text-21-7,enqueued,
easyread-text-23-4,23,text-23-4,enqueued,
easyread-text-14-3,14,text-14-3,enqueued,
easyread-text-20-32,20,text-20-32,enqueued,
easyread-text-25-8,25,text-25-8,enqueued,
easyread-text-30-0,30,text-30-0,enqueued,
easyread-text-18-9,18,text-18-9,success,
easyread-text-17-18,17,text-17-18,enqueued,
easyread-text-22-11,22,text-22-11,enqueued,
easyread-text-19-0,19,text-19-0,enqueued,
easyread-text-21-8,21,text-21-8,enqueued,
easyread-text-14-3,14,text-14-3,enqueued,
easyread-text-23-5,23,text-23-5,enqueued,
easyread-text-25-8,25,text-25-8,enqueued,
easyread-text-20-33,20,text-20-33,enqueued,
easyread-text-30-1,30,text-30-1,enqueued,
easyread-text-17-19,17,text-17-19,enqueued,
easyread-text-19-0,19,text-19-0,enqueued,
easyread-text-21-8,21,text-21-8,enqueued,
easyread-text-23-5,23,text-23-5,enqueued,
easyread-text-18-12,18,text-18-12,success,
easyread-text-22-12,22,text-22-12,enqueued,
easyread-text-18-11,18,text-18-11,success,
easyread-text-20-33,20,text-20-33,enqueued,
easyread-text-18-11,18,text-18-11,success,
easyread-text-30-1,30,text-30-1,enqueued,
easyread-text-14-4,14,text-14-4,enqueued,
easyread-text-25-9,25,text-25-9,enqueued,
easyread-text-18-14,18,text-18-14,success,
easyread-text-17-19,17,text-17-19,enqueued,
easyread-text-19-1,19,text-19-1,enqueued,
easyread-text-21-9,21,text-21-9,enqueued,
easyread-text-18-10,18,text-18-10,success,
easyread-text-22-12,22,text-22-12,enqueued,
easyread-text-23-6,23,text-23-6,enqueued,
easyread-text-18-10,18,text-18-10,success,
easyread-text-20-34,20,text-20-34,enqueued,
easyread-text-18-9,18,text-18-9,success,
easyread-text-30-2,30,text-30-2,enqueued,
easyread-text-14-4,14,text-14-4,enqueued,
easyread-text-25-9,25,text-25-9,enqueued,
easyread-text-17-20,17,text-17-20,enqueued,
easyread-text-19-1,19,text-19-1,enqueued,
easyread-text-21-9,21,text-21-9,enqueued,
easyread-text-22-13,22,text-22-13,enqueued,
easyread-text-23-6,23,text-23-6,enqueued,
easyread-text-20-34,20,text-20-34,enqueued,
easyread-text-29-0,29,text-29-0,enqueued,
easyread-text-30-2,30,text-30-2,enqueued,
easyread-text-14-5,14,text-14-5,enqueued,
easyread-text-18-13,18,text-18-13,success,
easyread-text-17-20,17,text-17-20,enqueued,
easyread-text-25-10,25,text-25-10,enqueued,
easyread-text-22-13,22,text-22-13,enqueued,
easyread-text-19-2,19,text-19-2,enqueued,
easyread-text-29-0,29,text-29-0,enqueued,
easyread-text-21-10,21,text-21-10,enqueued,
easyread-text-14-5,14,text-14-5,enqueued,
easyread-text-23-7,23,text-23-7,enqueued,
easyread-text-30-3,30,text-30-3,enqueued,
easyread-text-25-10,25,text-25-10,enqueued,
easyread-text-17-21,17,text-17-21,enqueued,
easyread-text-22-14,22,text-22-14,enqueued,
easyread-text-19-2,19,text-19-2,enqueued,
easyread-text-21-10,21,text-21-10,enqueued,
easyread-text-29-1,29,text-29-1,enqueued,
easyread-text-18-2,18,text-18-2,success,
easyread-text-23-7,23,text-23-7,enqueued,
easyread-text-14-6,14,text-14-6,enqueued,
easyread-text-30-3,30,text-30-3,enqueued,
easyread-text-17-21,17,text-17-21,enqueued,
easyread-text-25-11,25,text-25-11,enqueued,
easyread-text-22-14,22,text-22-14,enqueued,
easyread-text-19-3,19,text-19-3,enqueued,
easyread-text-18-15,18,text-18-15,success,
easyread-text-18-16,18,text-18-16,success,
easyread-text-29-1,29,text-29-1,enqueued,
easyread-text-21-11,21,text-21-11,enqueued,
easyread-text-23-8,23,text-23-8,enqueued,
easyread-text-14-6,14,text-14-6,enqueued,
easyread-text-30-4,30,text-30-4,enqueued,
easyread-text-18-15,18,text-18-15,success,
easyread-text-17-22,17,text-17-22,enqueued,
easyread-text-25-11,25,text-25-11,enqueued,
easyread-text-18-14,18,text-18-14,success,
easyread-text-22-15,22,text-22-15,enqueued,
easyread-text-19-3,19,text-19-3,enqueued,
easyread-text-18-17,18,text-18-17,success,
easyread-text-18-18,18,text-18-18,success,
easyread-text-21-11,21,text-21-11,enqueued,
easyread-text-29-2,29,text-29-2,enqueued,
easyread-text-18-16,18,text-18-16,success,
easyread-text-23-8,23,text-23-8,enqueued,
easyread-text-30-4,30,text-30-4,enqueued,
easyread-text-14-7,14,text-14-7,enqueued,
easyread-text-17-22,17,text-17-22,enqueued,
easyread-text-25-12,25,text-25-12,enqueued,
easyread-text-22-15,22,text-22-15,enqueued,
easyread-text-19-4,19,text-19-4,enqueued,
easyread-text-18-13,18,text-18-13,success,
easyread-text-29-2,29,text-29-2,enqueued,
easyread-text-21-12,21,text-21-12,enqueued,
easyread-text-14-7,14,text-14-7,enqueued,
easyread-text-18-18,18,text-18-18,success,
easyread-text-23-9,23,text-23-9,enqueued,
easyread-text-25-12,25,text-25-12,enqueued,
easyread-text-30-5,30,text-30-5,enqueued,
easyread-text-17-23,17,text-17-23,enqueued,
easyread-text-19-4,19,text-19-4,enqueued,
easyread-text-22-16,22,text-22-16,enqueued,
easyread-text-21-12,21,text-21-12,enqueued,
easyread-text-23-9,23,text-23-9,enqueued,
easyread-text-29-3,29,text-29-3,enqueued,
easyread-text-14-8,14,text-14-8,enqueued,
easyread-text-30-5,30,text-30-5,enqueued,
easyread-text-25-13,25,text-25-13,enqueued,
easyread-text-17-23,17,text-17-23,enqueued,
easyread-text-22-16,22,text-22-16,enqueued,
easyread-text-19-5,19,text-19-5,enqueued,
easyread-text-18-19,18,text-18-19,success,
easyread-text-21-13,21,text-21-13,enqueued,
easyread-text-29-3,29,text-29-3,enqueued,
easyread-text-18-12,18,text-18-12,success,
easyread-text-23-10,23,text-23-10,enqueued,
easyread-text-14-8,14,text-14-8,enqueued,
easyread-text-30-6,30,text-30-6,enqueued,
easyread-text-25-13,25,text-25-13,enqueued,
easyread-text-18-19,18,text-18-19,success,
easyread-text-19-5,19,text-19-5,enqueued,
easyread-text-17-24,17,text-17-24,enqueued,
easyread-text-21-13,21,text-21-13,enqueued,
easyread-text-22-17,22,text-22-17,enqueued,
easyread-text-29-4,29,text-29-4,enqueued,
easyread-text-23-10,23,text-23-10,enqueued,
easyread-text-30-6,30,text-30-6,enqueued,
easyread-text-14-9,14,text-14-9,enqueued,
easyread-text-16-0,16,text-16-0,enqueued,
easyread-text-25-14,25,text-25-14,enqueued,
easyread-text-19-6,19,text-19-6,enqueued,
easyread-text-18-22,18,text-18-22,success,
easyread-text-17-24,17,text-17-24,enqueued,
easyread-text-22-17,22,text-22-17,enqueued,
easyread-text-18-21,18,text-18-21,success,
easyread-text-29-4,29,text-29-4,enqueued,
easyread-text-21-14,21,text-21-14,enqueued,
easyread-text-23-11,23,text-23-11,enqueued,
easyread-text-14-9,14,text-14-9,enqueued,
easyread-text-16-0,16,text-16-0,enqueued,
easyread-text-18-17,18,text-18-17,success,
easyread-text-30-7,30,text-30-7,enqueued,
easyread-text-25-14,25,text-25-14,enqueued,
easyread-text-18-20,18,text-18-20,success,
easyread-text-19-6,19,text-19-6,enqueued,
easyread-text-27-0,27,text-27-0,enqueued,
easyread-text-17-25,17,text-17-25,enqueued,
easyread-text-22-18,22,text-22-18,enqueued,
easyread-text-18-23,18,text-18-23,success,
easyread-text-18-20,18,text-18-20,success,
easyread-text-21-14,21,text-21-14,enqueued,
easyread-text-23-11,23,text-23-11,enqueued,
easyread-text-29-5,29,text-29-5,enqueued,
easyread-text-14-10,14,text-14-10,enqueued,
