page_index,text_id,base_language_code,target_language_code,status,error
13,text-13-0,en,es,enqueued,
15,text-15-0,en,es,success,
27,text-27-1,en,es,enqueued,
13,text-13-1,en,es,enqueued,
27,text-27-2,en,es,enqueued,
13,text-13-2,en,es,enqueued,
27,text-27-3,en,es,enqueued,
25,text-25-8,en,es,success,
13,text-13-3,en,es,enqueued,
27,text-27-4,en,es,enqueued,
18,text-18-1,en,es,success,
13,text-13-4,en,es,enqueued,
27,text-27-5,en,es,enqueued,
13,text-13-5,en,es,enqueued,
27,text-27-6,en,es,enqueued,
19,text-19-2,en,es,success,
13,text-13-6,en,es,enqueued,
19,text-19-0,en,es,success,
16,text-16-3,en,es,success,
27,text-27-7,en,es,enqueued,
16,text-16-2,en,es,success,
13,text-13-7,en,es,enqueued,
27,text-27-8,en,es,enqueued,
27,text-27-9,en,es,enqueued,
27,text-27-10,en,es,enqueued,
25,text-25-7,en,es,success,
25,text-25-11,en,es,success,
25,text-25-10,en,es,success,
15,text-15-2,en,es,success,
18,text-18-3,en,es,success,
16,text-16-5,en,es,success,
19,text-19-3,en,es,success,
15,text-15-1,en,es,success,
19,text-19-4,en,es,success,
16,text-16-6,en,es,success,
20,text-20-0,en,es,enqueued,
20,text-20-1,en,es,enqueued,
20,text-20-2,en,es,enqueued,
20,text-20-3,en,es,enqueued,
20,text-20-4,en,es,enqueued,
15,text-15-5,en,es,success,
20,text-20-5,en,es,enqueued,
20,text-20-6,en,es,enqueued,
15,text-15-3,en,es,success,
15,text-15-4,en,es,success,
18,text-18-6,en,es,success,
19,text-19-6,en,es,success,
25,text-25-12,en,es,success,
18,text-18-5,en,es,success,
19,text-19-5,en,es,success,
15,text-15-6,en,es,success,
25,text-25-6,en,es,success,
16,text-16-7,en,es,success,
18,text-18-4,en,es,success,
16,text-16-10,en,es,success,
18,text-18-7,en,es,success,
16,text-16-8,en,es,success,
19,text-19-8,en,es,success,
15,text-15-7,en,es,success,
15,text-15-8,en,es,success,
16,text-16-9,en,es,success,
15,text-15-10,en,es,success,
28,text-28-0,en,es,success,
11,text-11-2,en,es,success,
19,text-19-9,en,es,success,
10,text-10-1,en,es,success,
15,text-15-9,en,es,success,
11,text-11-0,en,es,success,
10,text-10-2,en,es,success,
10,text-10-0,en,es,success,
11,text-11-3,en,es,success,
10,text-10-3,en,es,success,
21,text-21-1,en,es,success,
11,text-11-4,en,es,success,
28,text-28-2,en,es,success,
28,text-28-3,en,es,success,
28,text-28-1,en,es,success,
28,text-28-4,en,es,success,
28,text-28-5,en,es,success,
11,text-11-6,en,es,success,
11,text-11-5,en,es,success,
10,text-10-5,en,es,success,
21,text-21-4,en,es,success,
10,text-10-7,en,es,success,
10,text-10-6,en,es,success,
11,text-11-7,en,es,success,
10,text-10-4,en,es,success,
21,text-21-2,en,es,success,
19,text-19-7,en,es,success,
21,text-21-3,en,es,success,
21,text-21-6,en,es,success,
28,text-28-6,en,es,success,
28,text-28-8,en,es,success,
21,text-21-5,en,es,success,
11,text-11-9,en,es,success,
11,text-11-1,en,es,success,
11,text-11-8,en,es,success,
28,text-28-7,en,es,success,
21,text-21-0,en,es,success,
21,text-21-7,en,es,success,
11,text-11-13,en,es,success,
25,text-25-9,en,es,error,"Traceback (most recent call last):
  File ""/accesssible_digital_textbooks/accessible_digital_textbooks/textbook_processor.py"", line 920, in callback_translation
    translated_text = future.result()
                      ^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.11/concurrent/futures/_base.py"", line 449, in result
    return self.__get_result()
           ^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.11/concurrent/futures/_base.py"", line 401, in __get_result
    raise self._exception
  File ""/usr/local/lib/python3.11/concurrent/futures/thread.py"", line 58, in run
    result = self.fn(*self.args, **self.kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/accesssible_digital_textbooks/accessible_digital_textbooks/async_tasks/task_translation.py"", line 98, in translate_text
    raise TranslationException(
accessible_digital_textbooks.async_tasks.task_translation.TranslationException: Failed to translate text after 7 attempts.
Task input: id='text-25-9' text='______' page_index=25 base_language_code='en' target_language_code='es'
Client response: ParsedChatCompletion[TranslationResponseFormat](id='chatcmpl-A0qbiMcHD7T4vrNZquinDpGpAMdYy', choices=[ParsedChoice[TranslationResponseFormat](finish_reason='stop', index=0, logprobs=None, message=ParsedChatCompletionMessage[TranslationResponseFormat](content='{""reasoning"":""There is no text here to translate."",""data"":""""}', refusal=None, role='assistant', function_call=None, tool_calls=[], parsed=TranslationResponseFormat(reasoning='There is no text here to translate.', data='')))], created=1724765586, model='gpt-4o-2024-08-06', object='chat.completion', service_tier=None, system_fingerprint='fp_2a322c9ffc', usage=CompletionUsage(completion_tokens=16, prompt_tokens=647, total_tokens=663))
"
21,text-21-9,en,es,success,
11,text-11-12,en,es,success,
11,text-11-11,en,es,success,
17,text-17-0,en,es,success,
17,text-17-6,en,es,success,
17,text-17-3,en,es,success,
17,text-17-4,en,es,success,
17,text-17-7,en,es,success,
17,text-17-8,en,es,success,
17,text-17-2,en,es,success,
17,text-17-1,en,es,success,
11,text-11-10,en,es,success,
17,text-17-9,en,es,success,
21,text-21-8,en,es,success,
17,text-17-10,en,es,success,
17,text-17-5,en,es,success,
14,text-14-0,en,es,success,
22,text-22-2,en,es,success,
14,text-14-3,en,es,success,
14,text-14-2,en,es,success,
30,text-30-0,en,es,success,
14,text-14-4,en,es,success,
22,text-22-0,en,es,success,
14,text-14-6,en,es,success,
22,text-22-1,en,es,success,
14,text-14-1,en,es,success,
22,text-22-4,en,es,success,
22,text-22-3,en,es,success,
14,text-14-7,en,es,success,
14,text-14-5,en,es,success,
14,text-14-8,en,es,success,
30,text-30-1,en,es,success,
30,text-30-3,en,es,success,
30,text-30-2,en,es,success,
22,text-22-7,en,es,success,
22,text-22-5,en,es,success,
14,text-14-10,en,es,success,
30,text-30-5,en,es,success,
22,text-22-6,en,es,success,
22,text-22-9,en,es,success,
22,text-22-10,en,es,success,
30,text-30-6,en,es,success,
30,text-30-4,en,es,success,
14,text-14-11,en,es,success,
14,text-14-12,en,es,success,
14,text-14-13,en,es,success,
30,text-30-9,en,es,success,
14,text-14-15,en,es,success,
14,text-14-17,en,es,success,
22,text-22-8,en,es,success,
30,text-30-8,en,es,success,
30,text-30-7,en,es,success,
14,text-14-14,en,es,success,
14,text-14-16,en,es,success,
30,text-30-10,en,es,success,
14,text-14-9,en,es,success,
30,text-30-12,en,es,success,
30,text-30-14,en,es,success,
30,text-30-13,en,es,success,
24,text-24-0,en,es,success,
24,text-24-3,en,es,success,
24,text-24-1,en,es,success,
24,text-24-2,en,es,success,
30,text-30-15,en,es,success,
24,text-24-6,en,es,success,
26,text-26-1,en,es,success,
26,text-26-0,en,es,success,
24,text-24-4,en,es,success,
24,text-24-5,en,es,success,
26,text-26-2,en,es,success,
26,text-26-4,en,es,success,
26,text-26-5,en,es,success,
26,text-26-3,en,es,success,
26,text-26-6,en,es,success,
26,text-26-10,en,es,success,
26,text-26-8,en,es,success,
26,text-26-9,en,es,success,
26,text-26-7,en,es,success,
26,text-26-13,en,es,success,
29,text-29-3,en,es,success,
26,text-26-17,en,es,success,
29,text-29-0,en,es,success,
29,text-29-2,en,es,success,
26,text-26-16,en,es,success,
26,text-26-12,en,es,success,
30,text-30-11,en,es,success,
29,text-29-4,en,es,success,
29,text-29-7,en,es,success,
29,text-29-8,en,es,success,
29,text-29-5,en,es,success,
26,text-26-11,en,es,success,
29,text-29-9,en,es,success,
26,text-26-15,en,es,success,
29,text-29-1,en,es,success,
29,text-29-15,en,es,success,
29,text-29-6,en,es,success,
29,text-29-11,en,es,success,
13,text-13-2,en,es,success,
29,text-29-13,en,es,success,
29,text-29-10,en,es,success,
27,text-27-0,en,es,success,
13,text-13-0,en,es,success,
27,text-27-2,en,es,success,
27,text-27-3,en,es,success,
27,text-27-5,en,es,success,
29,text-29-14,en,es,success,
13,text-13-1,en,es,success,
26,text-26-14,en,es,success,
13,text-13-4,en,es,success,
27,text-27-6,en,es,success,
29,text-29-12,en,es,success,
27,text-27-4,en,es,success,
13,text-13-7,en,es,success,
13,text-13-6,en,es,success,
13,text-13-5,en,es,success,
27,text-27-8,en,es,success,
27,text-27-9,en,es,success,
27,text-27-7,en,es,success,
27,text-27-10,en,es,success,
20,text-20-2,en,es,success,
20,text-20-0,en,es,success,
20,text-20-1,en,es,success,
20,text-20-4,en,es,success,
27,text-27-1,en,es,success,
20,text-20-3,en,es,success,
20,text-20-5,en,es,success,
13,text-13-3,en,es,success,
20,text-20-6,en,es,success,
12,sectioneli5-12-1,en,es,enqueued,
27,sectioneli5-27-0,en,es,enqueued,
16,sectioneli5-16-1,en,es,enqueued,
24,sectioneli5-24-0,en,es,enqueued,
24,sectioneli5-24-1,en,es,enqueued,
21,sectioneli5-21-2,en,es,enqueued,
25,sectioneli5-25-0,en,es,enqueued,
27,sectioneli5-27-1,en,es,enqueued,
18,sectioneli5-18-0,en,es,enqueued,
30,sectioneli5-30-0,en,es,enqueued,
13,sectioneli5-13-0,en,es,enqueued,
12,sectioneli5-12-0,en,es,enqueued,
28,sectioneli5-28-0,en,es,enqueued,
19,sectioneli5-19-0,en,es,enqueued,
21,sectioneli5-21-1,en,es,enqueued,
16,sectioneli5-16-0,en,es,enqueued,
17,sectioneli5-17-0,en,es,enqueued,
21,sectioneli5-21-0,en,es,enqueued,
19,sectioneli5-19-1,en,es,enqueued,
29,sectioneli5-29-1,en,es,enqueued,
11,sectioneli5-11-1,en,es,enqueued,
12,sectioneli5-12-1,en,es,success,
20,sectioneli5-20-0,en,es,enqueued,
14,sectioneli5-14-2,en,es,enqueued,
14,sectioneli5-14-1,en,es,enqueued,
26,sectioneli5-26-0,en,es,enqueued,
23,sectioneli5-23-0,en,es,enqueued,
30,sectioneli5-30-2,en,es,enqueued,
15,sectioneli5-15-0,en,es,enqueued,
21,sectioneli5-21-3,en,es,enqueued,
17,sectioneli5-17-1,en,es,enqueued,
14,sectioneli5-14-0,en,es,enqueued,
27,sectioneli5-27-0,en,es,success,
16,sectioneli5-16-0,en,es,success,
24,sectioneli5-24-0,en,es,success,
30,sectioneli5-30-1,en,es,enqueued,
25,sectioneli5-25-1,en,es,enqueued,
16,sectioneli5-16-1,en,es,success,
25,sectioneli5-25-0,en,es,success,
18,sectioneli5-18-0,en,es,success,
21,sectioneli5-21-0,en,es,success,
27,sectioneli5-27-1,en,es,success,
17,sectioneli5-17-0,en,es,success,
30,sectioneli5-30-0,en,es,success,
29,sectioneli5-29-0,en,es,enqueued,
11,sectioneli5-11-1,en,es,success,
12,sectioneli5-12-0,en,es,success,
11,sectioneli5-11-0,en,es,enqueued,
29,sectioneli5-29-1,en,es,success,
28,sectioneli5-28-0,en,es,success,
21,sectioneli5-21-1,en,es,success,
24,sectioneli5-24-1,en,es,success,
20,sectioneli5-20-0,en,es,success,
21,sectioneli5-21-3,en,es,success,
19,sectioneli5-19-0,en,es,success,
14,sectioneli5-14-1,en,es,success,
23,sectioneli5-23-0,en,es,success,
22,sectioneli5-22-0,en,es,enqueued,
30,sectioneli5-30-2,en,es,success,
25,sectioneli5-25-1,en,es,success,
19,sectioneli5-19-1,en,es,success,
14,sectioneli5-14-0,en,es,success,
15,sectioneli5-15-0,en,es,success,
14,sectioneli5-14-2,en,es,success,
30,sectioneli5-30-1,en,es,success,
13,sectioneli5-13-0,en,es,success,
26,sectioneli5-26-0,en,es,success,
17,sectioneli5-17-1,en,es,success,
29,sectioneli5-29-0,en,es,success,
21,sectioneli5-21-2,en,es,success,
11,sectioneli5-11-0,en,es,success,
22,sectioneli5-22-0,en,es,success,
