page_index,section_id,html_path,reasoning
14,2,c3_10_30_web_assets_result/intermediate_outputs/14_2_adt.html,"T,h,i,s, ,H,T,M,L, ,l,a,y,o,u,t, ,u,s,e,s, ,T,a,i,l,w,i,n,d, ,C,S,S, ,f,o,r, ,s,t,y,l,i,n,g,,, ,m,a,i,n,t,a,i,n,i,n,g, ,s,e,m,a,n,t,i,c, ,s,t,r,u,c,t,u,r,e, ,w,i,t,h, ,s,e,c,t,i,o,n, ,a,n,d, ,a,r,t,i,c,l,e, ,r,o,l,e,s, ,f,o,r, ,a,c,c,e,s,s,i,b,i,l,i,t,y,,, ,a,n,d, ,e,n,s,u,r,e,s, ,a,l,l, ,p,r,o,v,i,d,e,d, ,t,e,x,t, ,i,s, ,r,e,p,r,e,s,e,n,t,e,d, ,w,i,t,h, ,a,p,p,r,o,p,r,i,a,t,e, ,`,d,a,t,a,-,i,d,`, ,a,t,t,r,i,b,u,t,e,s, ,f,o,r, ,t,r,a,c,e,a,b,i,l,i,t,y,."
15,0,c3_10_30_web_assets_result/intermediate_outputs/15_0_adt.html,"T,h,e, ,t,a,s,k, ,r,e,q,u,i,r,e,s, ,g,e,n,e,r,a,t,i,n,g, ,a, ,s,t,r,u,c,t,u,r,e,d, ,H,T,M,L, ,p,a,g,e, ,t,h,a,t, ,f,o,r,m,a,t,s, ,t,e,x,t, ,i,n,f,o,r,m,a,t,i,o,n, ,u,s,i,n,g, ,T,a,i,l,w,i,n,d, ,C,S,S,., ,U,s,i,n,g, ,t,h,e, ,t,e,x,t, ,I,D,s, ,p,r,o,v,i,d,e,d,,, ,e,a,c,h, ,s,e,g,m,e,n,t, ,i,s, ,p,l,a,c,e,d, ,i,n, ,i,t,s, ,o,w,n, ,H,T,M,L, ,e,l,e,m,e,n,t, ,w,i,t,h, ,t,h,e, ,a,p,p,r,o,p,r,i,a,t,e, ,d,a,t,a, ,a,t,t,r,i,b,u,t,e,., ,T,h,e, ,s,t,r,u,c,t,u,r,e, ,i,n,c,l,u,d,e,s, ,a, ,s,e,c,t,i,o,n, ,t,a,g,,, ,a, ,m,a,i,n, ,h,e,a,d,i,n,g,,, ,a,n,d, ,t,e,x,t, ,p,a,r,a,g,r,a,p,h,s, ,f,o,r,m,a,t,t,e,d, ,a,s, ,p,e,r, ,T,a,i,l,w,i,n,d, ,s,t,a,n,d,a,r,d,s, ,f,o,r, ,a, ,c,l,e,a,n, ,a,n,d, ,v,i,s,u,a,l,l,y, ,p,l,e,a,s,i,n,g, ,d,i,s,p,l,a,y,."
14,0,c3_10_30_web_assets_result/intermediate_outputs/14_0_adt.html,"I,n, ,t,h,i,s, ,r,e,s,p,o,n,s,e,,, ,I, ,u,s,e,d, ,H,T,M,L, ,t,o, ,s,t,r,u,c,t,u,r,e, ,t,h,e, ,t,e,x,t, ,c,o,n,t,e,n,t, ,w,i,t,h, ,s,e,m,a,n,t,i,c, ,t,a,g,s, ,f,o,r, ,b,e,t,t,e,r, ,a,c,c,e,s,s,i,b,i,l,i,t,y, ,a,n,d, ,c,o,m,p,r,e,h,e,n,s,i,o,n,., ,T,h,e, ,s,e,c,t,i,o,n,s, ,w,e,r,e, ,d,i,v,i,d,e,d, ,l,o,g,i,c,a,l,l,y, ,a,n,d, ,s,t,y,l,e,d, ,w,i,t,h, ,T,a,i,l,w,i,n,d, ,C,S,S, ,f,o,r, ,a, ,c,l,e,a,n, ,l,a,y,o,u,t,., ,T,h,e, ,t,e,x,t, ,I,D,s, ,a,r,e, ,p,r,e,s,e,r,v,e,d, ,f,o,r, ,d,a,t,a, ,t,r,a,c,k,i,n,g, ,a,n,d, ,i,n,t,e,r,a,c,t,i,o,n, ,h,a,n,d,l,i,n,g,."
19,1,c3_10_30_web_assets_result/intermediate_outputs/19_1_adt.html,"T,o, ,c,r,e,a,t,e, ,t,h,e, ,H,T,M,L,,, ,I,',l,l, ,i,m,p,l,e,m,e,n,t, ,t,h,e, ,i,n,s,t,r,u,c,t,i,o,n,s, ,g,i,v,e,n,:, ,I,t,',s, ,a, ,t,e,x,t,-,b,a,s,e,d, ,s,e,c,t,i,o,n, ,w,i,t,h, ,o,p,e,n,-,e,n,d,e,d, ,i,n,p,u,t,., ,I,n,s,t,r,u,c,t,i,o,n,s, ,a,n,d, ,e,x,a,m,p,l,e, ,t,e,x,t, ,a,r,e, ,i,n,c,l,u,d,e,d,., ,T,h,e, ,l,a,y,o,u,t, ,s,h,o,u,l,d, ,e,f,f,e,c,t,i,v,e,l,y, ,u,s,e, ,T,a,i,l,w,i,n,d, ,f,o,r, ,s,t,y,l,i,n,g,,, ,a,n,d, ,m,u,s,t, ,a,d,h,e,r,e, ,t,o, ,a,c,c,e,s,s,i,b,i,l,i,t,y, ,p,r,a,c,t,i,c,e,s,,, ,e,n,s,u,r,i,n,g, ,s,c,r,e,e,n, ,r,e,a,d,e,r,s, ,n,a,v,i,g,a,t,e, ,c,o,n,t,e,n,t, ,e,f,f,e,c,t,i,v,e,l,y,."
20,2,c3_10_30_web_assets_result/intermediate_outputs/20_2_adt.html,"T,o, ,c,r,e,a,t,e, ,t,h,e, ,H,T,M,L,,, ,I,',l,l, ,s,t,r,u,c,t,u,r,e, ,i,t, ,a,s, ,a, ,m,a,t,c,h,i,n,g, ,a,c,t,i,v,i,t,y,., ,T,h,e, ,s,e,n,t,e,n,c,e,s, ,w,i,l,l, ,b,e, ,d,i,s,p,l,a,y,e,d, ,a,l,o,n,g,s,i,d,e, ,t,h,e, ,o,p,t,i,o,n,s, ,t,o, ,s,e,l,e,c,t, ,f,r,o,m,., ,E,a,c,h, ,s,e,n,t,e,n,c,e, ,w,i,l,l, ,b,e, ,r,e,p,r,e,s,e,n,t,e,d, ,w,i,t,h, ,r,a,d,i,o, ,b,u,t,t,o,n,s, ,t,o, ,c,h,o,o,s,e, ,t,h,e, ,m,a,t,c,h,i,n,g, ,o,p,t,i,o,n,,, ,c,o,n,s,i,s,t,e,n,t, ,w,i,t,h, ,t,h,e, ,a,c,t,i,v,i,t,y, ,t,y,p,e, ,a,n,d, ,p,r,o,v,i,d,e,d, ,d,a,t,a,."
15,1,c3_10_30_web_assets_result/intermediate_outputs/15_1_adt.html,"T,o, ,c,r,e,a,t,e, ,a, ,c,o,m,p,l,i,a,n,t, ,H,T,M,L, ,s,t,r,u,c,t,u,r,e,,, ,I, ,e,n,s,u,r,e,d, ,t,h,e, ,u,s,e, ,o,f, ,s,e,m,a,n,t,i,c, ,H,T,M,L, ,t,a,g,s,,, ,a,d,d,e,d, ,a,p,p,r,o,p,r,i,a,t,e, ,A,R,I,A, ,a,t,t,r,i,b,u,t,e,s,,, ,a,n,d, ,u,s,e,d, ,T,a,i,l,w,i,n,d, ,C,S,S, ,f,o,r, ,s,t,y,l,i,n,g,., ,T,h,i,s, ,a,p,p,r,o,a,c,h, ,m,a,i,n,t,a,i,n,s, ,a,c,c,e,s,s,i,b,i,l,i,t,y, ,a,n,d, ,a,e,s,t,h,e,t,i,c,s,."
25,1,c3_10_30_web_assets_result/intermediate_outputs/25_1_adt.html,"C,r,e,a,t,i,n,g, ,a, ,s,t,r,u,c,t,u,r,e,d, ,H,T,M,L, ,p,a,g,e, ,i,n,v,o,l,v,e,s, ,c,o,r,r,e,c,t,l,y, ,o,r,g,a,n,i,z,i,n,g, ,p,r,o,v,i,d,e,d, ,t,e,x,t, ,a,n,d, ,e,n,s,u,r,i,n,g, ,t,h,e, ,i,m,a,g,e,s, ,a,r,e, ,d,i,s,p,l,a,y,e,d, ,i,n, ,a, ,u,s,e,r,-,f,r,i,e,n,d,l,y, ,m,a,n,n,e,r,."
14,1,c3_10_30_web_assets_result/intermediate_outputs/14_1_adt.html,"T,o, ,c,o,n,s,t,r,u,c,t, ,t,h,e, ,H,T,M,L,,, ,i,n,c,l,u,d,e, ,t,h,e, ,p,r,o,v,i,d,e,d, ,t,e,x,t,s, ,i,n, ,s,e,q,u,e,n,c,e,,, ,e,n,s,u,r,i,n,g, ,t,h,e,y, ,a,r,e, ,p,r,o,p,e,r,l,y, ,o,r,g,a,n,i,z,e,d, ,a,n,d, ,s,p,a,c,e,d,., ,T,a,i,l,w,i,n,d, ,C,S,S, ,i,s, ,u,s,e,d, ,t,o, ,e,n,h,a,n,c,e, ,t,h,e, ,s,t,r,u,c,t,u,r,e, ,a,e,s,t,h,e,t,i,c,a,l,l,y,,, ,p,r,o,v,i,d,i,n,g, ,a, ,d,e,l,i,g,h,t,f,u,l, ,r,e,a,d,i,n,g, ,e,x,p,e,r,i,e,n,c,e,., ,E,a,c,h, ,t,e,x,t, ,p,i,e,c,e, ,i,s, ,a,s,s,i,g,n,e,d, ,a, ,u,n,i,q,u,e, ,d,a,t,a,-,i,d, ,f,o,r, ,r,e,f,e,r,e,n,c,e,."
15,2,c3_10_30_web_assets_result/intermediate_outputs/15_2_adt.html,"T,h,e, ,t,a,s,k, ,i,n,v,o,l,v,e,s, ,c,r,e,a,t,i,n,g, ,H,T,M,L, ,c,o,n,t,e,n,t, ,u,s,i,n,g, ,t,h,e, ,p,r,o,v,i,d,e,d, ,t,e,x,t, ,a,n,d, ,s,t,i,c,k,i,n,g, ,t,o, ,a, ,s,p,e,c,i,f,i,c, ,s,t,r,u,c,t,u,r,e,., ,I,t,',s, ,i,m,p,o,r,t,a,n,t, ,t,o, ,i,n,c,l,u,d,e, ,t,h,e, ,c,o,r,r,e,c,t, ,t,a,g,s,,, ,t,e,x,t,,, ,a,n,d, ,e,n,s,u,r,e, ,a,c,c,e,s,s,i,b,i,l,i,t,y, ,s,t,a,n,d,a,r,d,s,., ,T,h,e, ,H,T,M,L, ,i,n,c,l,u,d,e,s, ,t,h,e, ,s,e,c,t,i,o,n, ,h,e,a,d,i,n,g, ,a,n,d, ,i,n,c,o,r,p,o,r,a,t,e,s, ,a,l,l, ,r,e,l,e,v,a,n,t, ,t,e,x,t, ,w,i,t,h, ,a,p,p,r,o,p,r,i,a,t,e, ,d,a,t,a,-,i,d, ,a,t,t,r,i,b,u,t,e,s,."
13,6,c3_10_30_web_assets_result/intermediate_outputs/13_6_adt.html,"T,h,i,s, ,H,T,M,L, ,s,t,r,u,c,t,u,r,e, ,c,r,e,a,t,e,s, ,a, ,c,l,e,a,n, ,l,a,y,o,u,t, ,f,o,r, ,t,h,e, ,g,i,v,e,n, ,t,e,x,t, ,u,s,i,n,g, ,s,e,m,a,n,t,i,c, ,H,T,M,L, ,t,a,g,s,., ,A, ,c,o,n,s,i,s,t,e,n,t, ,s,t,y,l,i,n,g, ,a,p,p,r,o,a,c,h, ,m,a,k,e,s, ,t,h,e, ,p,a,g,e, ,a,e,s,t,h,e,t,i,c,a,l,l,y, ,p,l,e,a,s,i,n,g, ,a,n,d, ,e,n,s,u,r,e,s, ,t,h,e, ,t,e,x,t, ,i,s, ,a,c,c,e,s,s,i,b,l,e,., ,T,a,i,l,w,i,n,d, ,C,S,S, ,u,t,i,l,i,t,i,e,s, ,a,r,e, ,a,p,p,l,i,e,d, ,d,i,r,e,c,t,l,y, ,t,o, ,H,T,M,L, ,e,l,e,m,e,n,t,s, ,f,o,r, ,q,u,i,c,k, ,s,t,y,l,i,n,g,., ,A,R,I,A, ,r,o,l,e,s, ,a,r,e, ,a,p,p,l,i,e,d, ,t,o, ,t,h,e, ,m,a,i,n, ,s,e,c,t,i,o,n, ,w,h,i,c,h, ,m,a,k,e,s, ,t,h,i,s, ,s,t,r,u,c,t,u,r,e, ,a,c,c,e,s,s,i,b,l,e,."
25,0,c3_10_30_web_assets_result/intermediate_outputs/25_0_adt.html,"I, ,o,r,g,a,n,i,z,e,d, ,t,h,e, ,H,T,M,L, ,c,o,n,t,e,n,t, ,t,o, ,i,n,c,l,u,d,e, ,a,l,l, ,p,r,o,v,i,d,e,d, ,t,e,x,t,s, ,a,n,d, ,t,h,e, ,i,m,a,g,e,,, ,e,n,s,u,r,i,n,g, ,c,o,m,p,l,i,a,n,c,e, ,w,i,t,h, ,t,h,e, ,g,i,v,e,n, ,s,t,r,u,c,t,u,r,e,., ,T,h,e, ,c,o,n,t,e,n,t, ,i,s, ,f,o,r,m,a,t,t,e,d, ,f,o,r, ,r,e,a,d,a,b,i,l,i,t,y, ,a,n,d, ,a,e,s,t,h,e,t,i,c,s,,, ,l,e,v,e,r,a,g,i,n,g, ,T,a,i,l,w,i,n,d, ,C,S,S, ,f,o,r, ,s,t,y,l,i,n,g,."
15,3,c3_10_30_web_assets_result/intermediate_outputs/15_3_adt.html,"T,h,e, ,H,T,M,L, ,s,t,r,u,c,t,u,r,e, ,r,e,p,r,e,s,e,n,t,s, ,t,h,e, ,t,e,x,t,-,o,n,l,y, ,f,o,r,m,a,t, ,w,i,t,h, ,t,h,e, ,g,i,v,e,n, ,t,e,x,t, ,c,o,n,t,e,n,t,., ,T,h,e, ,s,e,c,t,i,o,n,s, ,a,r,e, ,v,i,s,u,a,l,l,y, ,s,e,p,a,r,a,t,e,d, ,f,o,r, ,c,l,a,r,i,t,y,,, ,u,s,i,n,g, ,T,a,i,l,w,i,n,d, ,C,S,S, ,f,o,r, ,s,t,y,l,i,n,g,,, ,a,n,d, ,e,n,s,u,r,i,n,g, ,i,t, ,f,i,t,s, ,a, ,w,i,d,e,-,s,c,r,e,e,n, ,l,a,y,o,u,t,."
14,3,c3_10_30_web_assets_result/intermediate_outputs/14_3_adt.html,"T,h,e, ,H,T,M,L, ,s,t,r,u,c,t,u,r,e, ,i,s, ,c,r,e,a,t,e,d, ,t,o, ,e,n,s,u,r,e, ,W,C,A,G, ,c,o,m,p,l,i,a,n,c,e,,, ,A,R,I,A, ,a,t,t,r,i,b,u,t,e,s,,, ,a,n,d, ,T,a,i,l,w,i,n,d, ,C,S,S, ,f,o,r, ,s,t,y,l,i,n,g,., ,T,h,e, ,c,o,n,t,e,n,t, ,a,d,h,e,r,e,s, ,t,o, ,t,h,e, ,s,p,e,c,i,f,i,e,d, ,t,e,x,t, ,I,D,s, ,a,n,d, ,r,e,q,u,i,r,e,m,e,n,t,s, ,f,o,r, ,a, ,t,e,x,t,-,o,n,l,y, ,s,e,c,t,i,o,n,."
12,0,c3_10_30_web_assets_result/intermediate_outputs/12_0_adt.html,"T,o, ,f,i,x, ,t,h,e, ,i,s,s,u,e,,, ,I,',l,l, ,g,e,n,e,r,a,t,e, ,t,h,e, ,H,T,M,L, ,a,g,a,i,n, ,w,i,t,h,o,u,t, ,u,s,i,n,g, ,a,n,y, ,i,m,a,g,e, ,t,a,g,s, ,s,i,n,c,e, ,t,h,e,r,e, ,w,e,r,e, ,n,o, ,i,m,a,g,e, ,I,D,s, ,p,r,o,v,i,d,e,d, ,f,o,r, ,t,h,i,s, ,s,e,c,t,i,o,n,., ,I,',l,l, ,f,o,c,u,s, ,o,n, ,p,r,e,s,e,n,t,i,n,g, ,t,h,e, ,t,e,x,t, ,n,e,a,t,l,y, ,u,s,i,n,g, ,T,a,i,l,w,i,n,d, ,C,S,S,."
27,1,c3_10_30_web_assets_result/intermediate_outputs/27_1_adt.html,"T,h,i,s, ,H,T,M,L, ,p,a,g,e, ,i,s, ,d,e,s,i,g,n,e,d, ,f,o,r, ,a,n, ,a,c,t,i,v,i,t,y, ,w,h,e,r,e, ,u,s,e,r,s, ,r,e,w,r,i,t,e, ,a, ,t,e,x,t, ,u,s,i,n,g, ,p,r,o,v,i,d,e,d, ,i,n,s,t,r,u,c,t,i,o,n,s, ,a,n,d, ,i,n,f,o,r,m,a,t,i,o,n,., ,T,h,e, ,d,e,s,i,g,n, ,i,n,c,l,u,d,e,s, ,i,n,p,u,t,s, ,f,o,r, ,o,p,e,n,-,e,n,d,e,d, ,e,n,t,r,i,e,s,,, ,e,n,c,o,u,r,a,g,i,n,g, ,u,s,e,r,s, ,t,o, ,r,e,f,l,e,c,t, ,o,n, ,a,n,d, ,a,p,p,l,y, ,t,h,e, ,i,n,s,t,r,u,c,t,i,o,n,s, ,g,i,v,e,n,,, ,w,h,i,l,e, ,e,n,s,u,r,i,n,g, ,t,h,e,y, ,p,a,y, ,a,t,t,e,n,t,i,o,n, ,t,o, ,p,u,n,c,t,u,a,t,i,o,n, ,a,n,d, ,c,o,n,n,e,c,t,o,r,s,."
14,4,c3_10_30_web_assets_result/intermediate_outputs/14_4_adt.html,"T,o, ,c,r,e,a,t,e, ,t,h,e, ,H,T,M,L,,, ,a,l,l, ,r,e,q,u,i,r,e,d, ,s,e,c,t,i,o,n,s, ,a,r,e, ,i,n,c,o,r,p,o,r,a,t,e,d, ,p,r,o,p,e,r,l,y,., ,T,a,i,l,w,i,n,d, ,C,S,S, ,a,n,d, ,r,e,l,e,v,a,n,t, ,a,t,t,r,i,b,u,t,e,s, ,m,a,i,n,t,a,i,n, ,s,t,r,u,c,t,u,r,e, ,a,n,d, ,d,e,s,i,g,n,., ,E,l,e,m,e,n,t,s, ,a,r,e, ,o,r,g,a,n,i,z,e,d, ,u,n,d,e,r, ,a, ,s,i,n,g,l,e, ,s,e,c,t,i,o,n, ,e,l,e,m,e,n,t,,, ,a,d,h,e,r,i,n,g, ,t,o, ,t,h,e, ,g,u,i,d,e,l,i,n,e,s,."
14,5,c3_10_30_web_assets_result/intermediate_outputs/14_5_adt.html,"T,h,e, ,H,T,M,L, ,i,s, ,s,t,r,u,c,t,u,r,e,d, ,t,o, ,d,i,s,p,l,a,y, ,a, ,s,i,m,p,l,e, ,t,e,x,t, ,s,e,c,t,i,o,n, ,w,i,t,h, ,t,h,e, ,c,o,n,t,e,n,t, ,f,r,o,m, ,t,h,e, ,t,e,x,t,b,o,o,k, ,p,a,g,e,., ,O,r,d,e,r,i,n,g, ,o,f, ,t,e,x,t, ,i,s, ,k,e,p,t, ,a,s, ,p,r,o,v,i,d,e,d,."
30,1,c3_10_30_web_assets_result/intermediate_outputs/30_1_adt.html,"I,',l,l, ,o,r,g,a,n,i,z,e, ,t,h,e, ,H,T,M,L, ,t,o, ,i,n,c,l,u,d,e, ,t,h,e, ,p,r,o,v,i,d,e,d, ,t,e,x,t, ,d,a,t,a, ,i,n, ,r,e,s,p,e,c,t,i,v,e, ,s,e,c,t,i,o,n,s, ,b,a,s,e,d, ,o,n, ,t,h,e, ,a,c,t,i,v,i,t,y, ,t,y,p,e,,, ,e,n,s,u,r,i,n,g, ,i,t, ,a,l,i,g,n,s, ,w,i,t,h, ,t,h,e, ,c,o,n,t,e,x,t, ,i,m,a,g,e, ,a,n,d, ,i,n,s,t,r,u,c,t,i,o,n,s,."
