page_index,id,language_code,text,type,section_id,section_type,translation_target
19,text-19-4,es,Elena,activity_option,0,activity_matching,en
19,text-19-5,es,cocinó,activity_option,0,activity_matching,en
19,text-19-16,es,Escribe en letra cursiva.,instruction_text,2,other,en
19,text-19-6,es,el secreto para vencer a las sombras.,activity_option,0,activity_matching,en
19,text-19-8,es,una inmensa tortilla de papas.,activity_option,0,activity_matching,en
19,text-19-9,es,aprendió,activity_option,0,activity_matching,en
19,text-19-10,es,más veloz que las liebres en el campo.,activity_option,0,activity_matching,en
19,text-19-12,es,contó,activity_option,0,activity_matching,en
19,text-19-13,es,al abuelo Enrique.,activity_option,0,activity_matching,en
19,text-19-14,es,visitó,activity_option,0,activity_matching,en
19,text-19-7,es,corrió,activity_option,0,activity_matching,en
20,text-20-17,es,El enfado de Elena.,activity_option,2,activity_matching,en
20,text-20-19,es,Las victorias de Elena.,activity_option,3,activity_matching,en
20,text-20-18,es,El desafío del abuelo.,activity_option,3,activity_matching,en
20,text-20-16,es,Las carreras de Elena.,activity_option,1,activity_matching,en
20,text-20-1,es,Elige el enunciado de la derecha que lo resume mejor.,instruction_text,3,activity_matching,en
20,text-20-14,es,Los juegos de Elena.,activity_option,1,activity_matching,en
20,text-20-0,es,Lee el texto de cada libretita donde se presenta un episodio del cuento.,instruction_text,3,activity_matching,en
20,text-20-2,es,Escribe un enunciado que resuma el episodio.,instruction_text,4,activity_open_ended_answer,en
20,text-20-15,es,El aburrimiento de Elena.,activity_option,1,activity_matching,en
20,text-20-4,es,Ella estaba muy disgustada.,section_text,0,activity_matching,en
20,text-20-5,es,"En la casa de su abuelo, Elena no tenía contra quién correr y se aburrió.",section_text,1,activity_matching,en
20,text-20-6,es,El abuelo la desafió a correr contra su sombra.,section_text,2,activity_matching,en
20,text-20-3,es,"Una niña, llamada Elena, a quien le encantaba jugar carreras, fue llevada por sus padres a la casa de su abuelo.",section_text,0,activity_matching,en
20,text-20-8,es,"A veces perdía y otras, ganaba.",section_text,2,activity_matching,en
20,text-20-9,es,El abuelo le enseñó un secreto para vencer a la sombra.,section_text,3,activity_matching,en
20,text-20-10,es,Elena lo aprendió de memoria.,section_text,3,activity_matching,en
20,text-20-11,es,La llegada de Elena a casa del abuelo.,activity_option,0,activity_matching,en
20,text-20-12,es,El viaje de Elena con sus padres.,activity_option,0,activity_matching,en
20,text-20-13,es,El disfraz de Elena.,activity_option,0,activity_matching,en
20,text-20-7,es,Elena aceptó el desafío.,section_text,2,activity_matching,en
21,text-21-11,es,desprolijo,activity_input_placeholder_text,1,activity_fill_in_the_blank,en
21,text-21-18,es,"Bla, bla, bla.",image_caption,1,activity_fill_in_the_blank,en
21,text-21-17,es,habla rápido / habla,activity_option,1,activity_fill_in_the_blank,en
21,text-21-16,es,salta bajo / salta,activity_option,1,activity_fill_in_the_blank,en
21,text-21-15,es,lee mucho / lee,activity_option,1,activity_fill_in_the_blank,en
21,text-21-14,es,corre ligero / corre,activity_option,1,activity_fill_in_the_blank,en
21,text-21-13,es,"¡Arf, arf!",image_caption,1,activity_fill_in_the_blank,en
21,text-21-12,es,ladra suave / ladra,activity_option,1,activity_fill_in_the_blank,en
21,text-21-10,es,pinta prolijo / pinta,activity_option,1,activity_fill_in_the_blank,en
21,text-21-0,es,Lee la primera estrofa del gran secreto para vencer a las sombras:,instruction_text,0,text_only,en
21,text-21-8,es,- Los antónimos son palabras que expresan ideas opuestas o contrarias.,instruction_text,1,activity_fill_in_the_blank,en
21,text-21-7,es,Recuerda que:,instruction_text,1,activity_fill_in_the_blank,en
21,text-21-6,es,Completa los espacios con antónimos.,instruction_text,1,activity_fill_in_the_blank,en
21,text-21-5,es,¿Qué relación hay entre las palabras lento y ligero?,hint,0,text_only,en
21,text-21-4,es,siempre llegarás primero.,section_text,0,text_only,en
21,text-21-3,es,"Corras lento o ligero,",section_text,0,text_only,en
21,text-21-2,es,sombra muerde tus talones.,section_text,0,text_only,en
21,text-21-1,es,"Cuando al sol la cara pones,",section_text,0,text_only,en
21,text-21-9,es,- Los sinónimos son palabras que tienen significado igual o muy parecido.,instruction_text,1,activity_fill_in_the_blank,en
22,text-22-14,es,como,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-13,es,El abuelo de Elena es,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-9,es,Manos,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-11,es,Piernas,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-10,es,como,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-15,es,Completa el último enunciado con una característica de su personalidad.,instruction_text,0,activity_fill_in_the_blank,en
22,text-22-12,es,como,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-16,es,"Por ejemplo: alegre, nervioso, paciente, cascarrabias, gritón.",instruction_text,0,activity_fill_in_the_blank,en
22,text-22-22,es,Los labios son como,activity_input_placeholder_text,1,activity_open_ended_answer,en
22,text-22-19,es,El abuelo de Elena,activity_input_placeholder_text,1,activity_open_ended_answer,en
22,text-22-20,es,Tiene el pelo,activity_input_placeholder_text,1,activity_open_ended_answer,en
22,text-22-21,es,Los ojos,activity_input_placeholder_text,1,activity_open_ended_answer,en
22,text-22-23,es,y cuando sonríe parecen,activity_input_placeholder_text,1,activity_open_ended_answer,en
22,text-22-24,es,Sus manos,activity_input_placeholder_text,1,activity_open_ended_answer,en
22,text-22-25,es,Le gusta,activity_input_placeholder_text,1,activity_open_ended_answer,en
22,text-22-26,es,A veces se,activity_input_placeholder_text,1,activity_open_ended_answer,en
22,text-22-8,es,como,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-17,es,Inventa una descripción que cuente cómo es el abuelo.,instruction_text,1,activity_open_ended_answer,en
22,text-22-7,es,Labios,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-18,es,Usa las comparaciones que escribiste arriba.,instruction_text,1,activity_open_ended_answer,en
22,text-22-5,es,Ojos,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-4,es,el humo.,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-3,es,como,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-2,es,gris,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-1,es,Pelo,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
22,text-22-0,es,"Escribe algunos rasgos del abuelo de Elena, empleando comparaciones.",instruction_text,0,activity_fill_in_the_blank,en
22,text-22-6,es,como,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
23,text-23-1,es,"—¿Qué pasa, Elena, que tenés esa trompa?",section_text,0,text_only,en
23,text-23-3,es,"—Me aburro, no tengo contra quién correr.",section_text,0,text_only,en
23,text-23-4,es,—¿Por qué no corrés contra tu sombra?,section_text,0,text_only,en
23,text-23-5,es,—¿Contra mi sombra?,section_text,0,text_only,en
23,text-23-6,es,—¿Te da miedo?,section_text,0,text_only,en
23,text-23-7,es,—la desafió el abuelo.,section_text,0,text_only,en
23,text-23-2,es,—le preguntó el abuelo.,section_text,0,text_only,en
23,text-23-0,es,Observa las palabras subrayadas en este diálogo del cuento:,instruction_text,0,text_only,en
23,text-23-9,es,Puedes ayudarte con el diccionario.,hint,1,activity_fill_in_a_table,en
23,text-23-10,es,trompa,instruction_text,1,activity_fill_in_a_table,en
23,text-23-11,es,sombra,instruction_text,1,activity_fill_in_a_table,en
23,text-23-12,es,Descubre en esta escena los objetos cuyos nombres se escriben también con mp y mb.,instruction_text,2,activity_open_ended_answer,en
23,text-23-13,es,Enciérralos y escríbelos debajo.,instruction_text,2,activity_open_ended_answer,en
23,text-23-8,es,Completa los cuadros con palabras de la familia de trompa y sombra.,instruction_text,1,activity_fill_in_a_table,en
24,text-24-16,es,"—Tiene unos libros fabulosos —dijo él, que era el hijo del abuelo Enrique y se había puesto triste con las palabras de ella.",standalone_text,1,activity_other,en
24,text-24-15,es,Ella hizo pucheros cuando ellos le dijeron que tenía que ir a la casa de él.,standalone_text,1,activity_other,en
24,text-24-14,es,A ella le encantaba correr carreras.,standalone_text,1,activity_other,en
24,text-24-13,es,Reemplaza los pronombres resaltados por expresiones o palabras que nombran a los personajes.,instruction_text,1,activity_other,en
24,text-24-12,es,papá.,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
24,text-24-11,es,Y no tenía miedo de correr contra,section_text,0,activity_fill_in_the_blank,en
24,text-24-10,es,¡¡Gané!!,standalone_text,0,activity_fill_in_the_blank,en
24,text-24-1,es,A Elena le encantaba correr carreras.,section_text,0,activity_fill_in_the_blank,en
24,text-24-8,es,Desafiaba a,section_text,0,activity_fill_in_the_blank,en
24,text-24-6,es,perro.,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
24,text-24-5,es,También corría contra,section_text,0,activity_fill_in_the_blank,en
24,text-24-4,es,¡¡Gané!!,standalone_text,0,activity_fill_in_the_blank,en
24,text-24-3,es,hermano que gateaba.,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
24,text-24-2,es,Corría contra,section_text,0,activity_fill_in_the_blank,en
24,text-24-9,es,tortuga.,activity_input_placeholder_text,0,activity_fill_in_the_blank,en
24,text-24-7,es,¡¡Perdí!!,standalone_text,0,activity_fill_in_the_blank,en
24,text-24-0,es,Escribe en la línea punteada el pronombre que corresponde.,instruction_text,0,activity_fill_in_the_blank,en
25,text-25-9,es,"Los cuerpos opacos no permiten el paso de la luz y producen una sombra, como sucede con el cartón.",section_text,1,text_and_images,en
25,text-25-0,es,ENCICLOPEDIA,chapter_title,0,text_and_images,en
25,text-25-1,es,LA LUZ Y LA SOMBRA*,section_heading,0,text_and_images,en
25,text-25-2,es,"El Sol es una estrella, una bola de gases explosivos.",section_text,0,text_and_images,en
25,text-25-3,es,Es la fuente natural de luz y calor de la Tierra.,section_text,0,text_and_images,en
25,text-25-5,es,La mayoría de los objetos que vemos no tienen luz propia.,section_text,0,text_and_images,en
25,text-25-6,es,Podemos verlos porque la reciben de un cuerpo luminoso.,section_text,0,text_and_images,en
25,text-25-7,es,LOS CUERPOS Y SU RELACIÓN CON LA LUZ,section_heading,1,text_and_images,en
25,text-25-8,es,"Los cuerpos pueden clasificarse en opacos, traslúcidos y transparentes.",section_text,1,text_and_images,en
25,text-25-4,es,"Hay otras fuentes de luz que son artificiales, como las lamparitas eléctricas o las velas.",section_text,0,text_and_images,en
25,text-25-11,es,Algunos ejemplos son el vidrio esmerilado y el nailon.,section_text,1,text_and_images,en
25,text-25-12,es,"Los transparentes permiten el paso de la luz y se distingue con nitidez a través de ellos, tal como sucede con el vidrio de algunas ventanas o el cristal de los lentes.",section_text,1,text_and_images,en
25,text-25-13,es,LA FORMA DE LAS SOMBRAS,section_heading,2,text_and_images,en
25,text-25-14,es,Las sombras producidas por la luz del sol varían su forma a lo largo del día.,section_text,2,text_and_images,en
25,text-25-15,es,"Por la mañana, las sombras son alargadas, al mediodía se acortan o desaparecen y en las últimas horas de la tarde vuelven a ser alargadas.",section_text,2,text_and_images,en
25,text-25-16,es,La luz del sol se propaga en línea recta; esto explica la deformación de la sombra.,section_text,2,text_and_images,en
25,text-25-17,es,*Texto elaborado por ProLEE para este cuaderno a partir de diversas fuentes enciclopédicas.,boxed_text,3,text_only,en
25,text-25-10,es,"Los cuerpos traslúcidos permiten el paso de la luz, pero no es posible ver claramente a través de ellos.",section_text,1,text_and_images,en
26,text-26-6,es,Es lo mismo que decir,instruction_text,0,activity_multiple_choice,en
26,text-26-5,es,El Sol es la fuente natural de luz y calor de la Tierra.,section_text,0,activity_multiple_choice,en
26,text-26-4,es,Luego escribe en la línea punteada cómo puedes explicarlos de otra manera.,instruction_text,2,activity_multiple_choice,en
26,text-26-0,es,EL TEXTO SOBRE LUZ Y SOMBRA DICE...,section_heading,2,activity_multiple_choice,en
26,text-26-2,es,Presta atención a las expresiones destacadas.,instruction_text,2,activity_multiple_choice,en
26,text-26-1,es,Lee los siguientes enunciados.,instruction_text,2,activity_multiple_choice,en
26,text-26-7,es,El Sol es el origen natural de la luz y el calor que existen en la Tierra.,activity_option,0,activity_multiple_choice,en
26,text-26-3,es,Marca la opción correcta.,instruction_text,2,activity_multiple_choice,en
26,text-26-8,es,El Sol es un manantial del que sale luz.,activity_option,0,activity_multiple_choice,en
26,text-26-9,es,Los cuerpos opacos no permiten el paso de la luz.,section_text,1,activity_multiple_choice,en
26,text-26-10,es,Es lo mismo que decir,instruction_text,1,activity_multiple_choice,en
26,text-26-11,es,Los cuerpos opacos dejan pasar la luz.,activity_option,1,activity_multiple_choice,en
26,text-26-12,es,Los cuerpos opacos obstaculizan el paso de la luz.,activity_option,1,activity_multiple_choice,en
26,text-26-13,es,La luz del Sol se propaga en línea recta.,section_text,2,activity_multiple_choice,en
26,text-26-14,es,Es lo mismo que decir,instruction_text,2,activity_multiple_choice,en
26,text-26-15,es,La luz del Sol se prepara en línea recta.,activity_option,2,activity_multiple_choice,en
26,text-26-16,es,La luz del Sol recorre la distancia entre la fuente luminosa y el objeto en línea recta.,activity_option,2,activity_multiple_choice,en
27,text-27-0,es,Lee estos apuntes con definiciones de algunas palabras que aparecen en el artículo: «La luz y la sombra».,instruction_text,0,text_and_images,en
27,text-27-1,es,Insértalos en el fragmento del artículo para ampliar la información.,instruction_text,0,text_and_images,en
27,text-27-8,es,El Sol es una estrella.,section_text,0,text_and_images,en
27,text-27-12,es,Podemos verlos porque la reciben de un cuerpo luminoso.,section_text,0,text_and_images,en
27,text-27-16,es,"Utiliza paréntesis o conectores (es decir, o sea) para ampliar la información.",instruction_text,1,activity_open_ended_answer,en
27,text-27-14,es,Esta tarea puedes realizarla en tu cuaderno de clase.,instruction_text,1,activity_open_ended_answer,en
27,text-27-15,es,"El Sol es una estrella, o sea, un cuerpo celeste que brilla con luz propia.",standalone_text,1,activity_open_ended_answer,en
27,text-27-11,es,La mayoría de objetos que vemos no tienen luz propia.,section_text,0,text_and_images,en
27,text-27-17,es,Revisa los signos de puntuación.,instruction_text,1,activity_open_ended_answer,en
27,text-27-13,es,Reescribe el texto anterior incluyendo la información de los apuntes de las libretas.,instruction_text,1,activity_open_ended_answer,en
27,text-27-10,es,Hay otras fuentes de luz que son artificiales como las lamparitas eléctricas o las velas.,section_text,0,text_and_images,en
27,text-27-9,es,Es la fuente natural de luz y calor de la Tierra.,section_text,0,text_and_images,en
28,text-28-5,es,sol,boxed_text,0,activity_fill_in_a_table,en
28,text-28-0,es,Relee el artículo «La luz y la sombra».,instruction_text,0,activity_fill_in_a_table,en
28,text-28-1,es,Completa el cuadro con las palabras de la lista.,instruction_text,0,activity_fill_in_a_table,en
28,text-28-2,es,FUENTES DE LUZ,section_heading,0,activity_fill_in_a_table,en
28,text-28-3,es,NATURAL,section_text,0,activity_fill_in_a_table,en
28,text-28-4,es,ARTIFICIAL,section_text,0,activity_fill_in_a_table,en
28,text-28-6,es,estrellas,boxed_text,0,activity_fill_in_a_table,en
28,text-28-7,es,vela,boxed_text,0,activity_fill_in_a_table,en
28,text-28-8,es,linterna,boxed_text,0,activity_fill_in_a_table,en
28,text-28-9,es,fuego,boxed_text,0,activity_fill_in_a_table,en
