page_index,id,origin_language_code,language_code,text,reasoning
25,text-25-11,en,es,Lección 7,The term 'Lesson' is a noun and should be translated into Spanish as 'Lección'. The number '7' remains the same.
25,text-25-10,en,es,Grado 2 Unidad 2,"The phrase 'Grade 2 Unit 2' refers to an academic context, where 'Grade 2' and 'Unit 2' are standard terms used in education and do not require translation. However, the contextual surroundings of these terms may require translation if they were provided in sentences."
15,text-15-2,en,es,"En esta sección, utilizamos la suma y la resta para comparar y encontrar valores desconocidos.","This sentence involves the concepts of addition and subtraction which are mathematical terms, but those should be integrated into the translated Spanish sentence normally as these terms are well understood in Spanish."
18,text-18-3,en,es,Muestra tu pensamiento.,"Since the input ""Show your thinking."" is a complete sentence in Spanish, and it doesn't involve any math expressions or units, the entire sentence should be translated into Spanish."
16,text-16-5,en,es,66 - 3,"The math symbols in the text should not be translated, hence the text remains as is."
19,text-19-3,en,es,¿Cuántos tiene él?,"The sentence is a question asking about the quantity someone possesses, and it should be translated into Spanish by considering the grammatical structure of questions."
15,text-15-1,en,es,Resumen de la Sección,"The phrase 'Section Summary' consists of two words: 'Section' and 'Summary'. In Spanish, 'Section' is translated as 'Sección' and 'Summary' is translated as 'Resumen'. Therefore, the entire phrase 'Section Summary' is translated to Spanish as 'Resumen de la Sección'."
19,text-19-4,en,es,Diego se llevó 2 decenas.,The sentence is straightforward where a person's action involves a quantity of tens. The name 'Diego' is a noun and should be translated accordingly.
16,text-16-6,en,es,66 - 30,The math operation '66 - 30' should not be translated but kept as it is because it is a mathematical expression.
15,text-15-5,en,es,50 - 30 = 20,The math operation and symbols should not be translated but should remain as they are.
15,text-15-3,en,es,Usamos diferentes herramientas para mostrar cómo sumar y restar números de dos dígitos.,The phrase discusses using tools for adding and subtracting two-digit numbers. Each part of the sentence should be translated to give context in Spanish without changing the meaning of the mathematical terms.
15,text-15-4,en,es,Aprendimos que cuando restas 2 números de dos cifras puedes pensar en restar las decenas de las decenas y las unidades de las unidades.,"To translate this sentence into Spanish, I need to maintain the mathematical concept being explained about subtracting numbers and ensure clarity in the Spanish language."
18,text-18-6,en,es,Lección 5,'Lesson 5' is a title and the word 'lesson' should be translated while the number remains the same as it represents an order or a specific instance.
19,text-19-6,en,es,b. Escribe una ecuación para mostrar cuántos tiene Diego ahora.,"The sentence is asking for an equation, but since instructions specify to only translate, I'll change any contextual terms to their Spanish equivalents."
25,text-25-12,en,es,20,The provided text '20' is a numerical value and should not be translated into Spanish as numbers remain the same across languages.
18,text-18-5,en,es,Grado 2 Unidad 2,"The phrase 'Grade 2 Unit 2' refers to an educational level and unit number, which should be translated into Spanish for clarity."
19,text-19-5,en,es,a. Dibuja una representación para mostrar qué pasó con los bloques de Diego.,"The task is to translate the given English text into Spanish. This involves converting the phrase correctly while retaining its meaning. 'Draw a representation' is translated as 'Dibuja una representación', and 'to show what happened to Diego’s blocks' is translated as 'para mostrar qué pasó con los bloques de Diego'."
15,text-15-6,en,es,5 - 4 = 1,"The math symbols and numbers should not be translated, only the context would be translated if there was any, hence the expression remains as is."
25,text-25-6,en,es,______,There is no text provided to translate.
16,text-16-7,en,es,66 - 33,The math symbols in the text should not be translated as they represent mathematical operations.
18,text-18-4,en,es,Usa bloques si ayuda.,"The term 'blocks' here refers to a manner of organizing or structuring content, which can be utilized in various contexts. The term needs to be translated accurately to ensure the intended meaning is preserved. Also, the context of using 'blocks' in a process or method should be clear in the target language."
16,text-16-10,en,es,once,"The given text is a number '11', which should be translated to its Spanish equivalent."
18,text-18-7,en,es,trece,The task is to translate the number '13' into Spanish numerals.
16,text-16-8,en,es,Grado 2 Unidad 2,'Grade 2' and 'Unit 2' refer to a school grade level and a specific unit within that grade. These are educational terms and are often best left in their original form as they are more universally recognized that way.
19,text-19-8,en,es,Lección 5,The phrase 'Lesson 5' is a simple noun phrase and should be translated to indicate a lesson in Spanish.
15,text-15-7,en,es,20 + 1 = 21,"The math symbols in the text should not be translated, but the reasoning can be translated to Spanish."
15,text-15-8,en,es,Grado 2 Unidad 2,"The text refers to an educational unit title 'Grade 2 Unit 2' which should be translated into Spanish, respecting the educational context."
16,text-16-9,en,es,Lección 4,The phrase 'Lesson 4' contains a noun ('Lesson') and a numeral. The noun should be translated to Spanish while the numeral remains the same in both languages.
15,text-15-10,en,es,10,The number '10' is a numerical value and should not be translated.
28,text-28-0,en,es,¿No te falta algo?,"The sentence is asking a question in English and needs to be translated into Spanish, respecting the question format and punctuation."
11,text-11-2,en,es,17 + \_ = 48,"The math symbols in the text should not be translated, and the format should remain the same."
19,text-19-9,en,es,14,"The text '14' is a numeral and should not be translated, as numerals represent the same value across different languages."
10,text-10-1,en,es,1. ¿Qué es lo mismo y qué es diferente entre estas herramientas?,"To accurately translate the input from English to Spanish, every part of the sentence must be translated including the question structure itself."
15,text-15-9,en,es,Lección 3,"'Lesson 3' is a noun phrase referring to a specific lesson or chapter, and it should be translated to Spanish while maintaining the structure of referencing a lesson number."
11,text-11-0,en,es,"Tú ve por este camino, yo iré por ese camino.","The phrase contains a suggestion of splitting directions, where 'You Go This Way, I'll Go That Way' is supposed to show two paths. It should be translated completely while maintaining the meaning and context."
10,text-10-2,en,es,2. Encuentra el número que hace verdadera la ecuación.,"The sentence is asking to find a number that satisfies an equation, which is a request for a mathematical solution. Only the surrounding text should be translated to Spanish."
10,text-10-0,en,es,¿Cómo lo encontraste?,The text is asking a question about someone's opinion or experience. 'How Did You Find It?' can be translated to Spanish as '¿Cómo lo encontraste?' since it captures the same inquiry about one's experience or perception.
11,text-11-3,en,es,1. Han empieza usando bloques para mostrar 17.,"The sentence contains a simple statement, and 'blocks' are translated to 'bloques'. The rest of the sentence structure remains consistent."
10,text-10-3,en,es,"Muestra tu pensamiento usando los cubos, bloques o dibujos.","The instruction suggests a method of solving a problem using cubes, blocks, or drawings, which are tools and should be translated while maintaining the context."
21,text-21-1,en,es,Comparemos métodos de resta.,"The phrase 'Let's compare subtraction methods.' involves verbs and nouns that should be translated into Spanish, maintaining the same context."
11,text-11-4,en,es,Muéstrale cómo podría encontrar el número que hace la ecuación verdadera.,"To accurately translate the text, it is important to focus on translating each word and phrase while maintaining the intended meaning of the original sentence."
28,text-28-2,en,es,71 - 56.,The given input is a mathematical expression involving numbers and subtraction. The numbers and the mathematical operation should not be translated into Spanish.
28,text-28-3,en,es,Lin,"The word 'Lin' seems to be a proper noun, possibly a name, and such nouns typically remain unchanged in translation."
28,text-28-1,en,es,Lin y Clare hicieron diagramas de base-diez para encontrar el valor de,The task is to translate the given sentence into Spanish. The noun 'base-ten diagrams' should be translated accurately to convey the correct meaning in Spanish.
28,text-28-4,en,es,Clare,"The word 'Clare' is a proper noun, specifically a name, and names are typically not translated between languages."
28,text-28-5,en,es,1. ¿Qué notas acerca de su trabajo? ¿Qué te preguntas?,I need to translate the given questions into Spanish while maintaining the structure of questions and ensuring that the overall meaning is preserved.
11,text-11-6,en,es,Muestra cómo ella podría encontrar el número que hace verdadera la ecuación.,"The sentence is straightforward and involves a process that is implied rather than directly stated, so it should be translated entirely to convey the meaning accurately."
11,text-11-5,en,es,2. Mai comienza usando bloques para mostrar 48.,"The sentence mentions a person's name as well as the number of blocks they are using, both of which should be translated into Spanish while maintaining the numerical representation of 48."
10,text-10-5,en,es,Grado 2 Unidad 2,The text 'Grade 2 Unit 2' includes educational terms. 'Grade' is 'Grado' and 'Unit' is 'Unidad' in Spanish. The numbers remain unchanged as they represent numerical identifiers.
21,text-21-4,en,es,64 = 60 + 4,"The given text consists of a mathematical equation, and math symbols should not be translated. Therefore, the entire equation remains the same in the Spanish translation."
10,text-10-7,en,es,5,The given text is a number and does not require translation as numbers are universal in nature.
10,text-10-6,en,es,Lección 2,The phrase 'Lesson 2' should be translated entirely into Spanish while maintaining the numerical information the same since '2' is a numeric value and does not change in translation.
11,text-11-7,en,es,Intenta este por tu cuenta.,The phrase 'Try this one on your own' is an instruction and should be translated completely into Spanish without omitting any part.
10,text-10-4,en,es,41 + \\_ \\_ \\_ \\_ \\_ = 84,"The math symbols and numbers should remain unchanged in the translation process. The surrounding text, if any, should be translated into Spanish. In this case, there is no accompanying text to translate, only mathematical symbols that should remain as is."
21,text-21-2,en,es,Calentamiento: Verdadero o Falso: ¿Cuántas Decenas? ¿Cuántas Unidades?,The sentence is asking whether the question 'How many Tens? How many Ones?' is True or False. There is no translation of mathematical content or specific calculation here. The numbers 'Tens' and 'Ones' are part of the context in English and should be translated into Spanish as 'Decenas' and 'Unidades'.
19,text-19-7,en,es,Grado 2 Unidad 2,"The words 'Grade' and 'Unit' should be translated because they are English nouns, and the number should stay the same because it represents a specific classification."
21,text-21-3,en,es,Decide si cada afirmación es verdadera o falsa. Prepárate para explicar tu razonamiento.,The sentences contain a directive for action but the task is to translate into Spanish without acting on it.
21,text-21-6,en,es,64 = 30 + 24,The mathematical equation contains numbers and symbols which should not be translated into Spanish.
28,text-28-6,en,es,Grado 2 Unidad 2,"The phrase 'Grade 2 Unit 2' refers to a specific level and segment in an educational curriculum, which can be translated directly into Spanish."
28,text-28-8,en,es,23,This is a simple number and does not require translation into another language.
21,text-21-5,en,es,64 = 50 + 14,This is a simple mathematical equation and should remain unchanged as numbers are universal across languages. There is no text to translate.
11,text-11-9,en,es,21 + \_ = 96,The math symbols and numbers should remain unchanged during translation to ensure the mathematical context is preserved.
11,text-11-1,en,es,Han y Mai usan bloques para encontrar el número que hace verdadera la ecuación.,"The sentence is a simple declarative one describing an activity involving Han and Mai using blocks to solve an equation. All words, including names, are straightforward to translate into Spanish while maintaining the meaning of the original text."
11,text-11-8,en,es,Elija quién comenzará con 21 y quién comenzará con 96.,"The sentence contains a simple instruction with numbers. The text should be translated into Spanish, with the numbers maintained in their original form, as numbers are universally recognized."
28,text-28-7,en,es,Lección 8,"The phrase 'Lesson 8' includes the word 'Lesson', which is a noun and should be translated to the target language. The number '8' stays the same as it is a numeral."
21,text-21-0,en,es,Lección 6: Comparar Métodos para la Resta,"The phrase 'Lesson 6: Compare Methods for Subtraction' refers to a lesson plan or educational content topic. 'Lesson' is 'Lección' in Spanish, and 'subtraction' is 'resta'. The translation will maintain the numerical figure '6' as it is universally recognized. The term 'compare' will be translated to 'comparar', and 'methods for' can be translated as 'métodos para'. Thus, translating the entire sentence to Spanish."
21,text-21-7,en,es,Grado 2 Unidad 2,"The text 'Grade 2 Unit 2' contains two nouns, which are 'Grade' and 'Unit'. These should be translated into Spanish."
11,text-11-13,en,es,6,The number '6' is a numerical value and does not need translation. It remains the same in both English and Spanish.
21,text-21-9,en,es,16,"The text is a numeric value and does not require translation, as numbers are the same in both English and Spanish."
11,text-11-12,en,es,Lección 2,"The text 'Lesson 2' is a simple phrase where 'Lesson' is a noun and should be translated to Spanish along with the ordinal number '2' which retains its form but is a part of the title, thus traditionally rendered in Spanish."
11,text-11-11,en,es,Grado 2 Unidad 2,"The phrase 'Grade 2 Unit 2' refers to a specific educational level and unit number, and each component of this phrase is a noun. These should be translated to the target language appropriately."
17,text-17-0,en,es,Lección 5: Resta a tu manera,The phrase 'Subtract Your Way' should be translated as it is a part of the title and gives direction for the lesson content which would be understood by Spanish-speaking individuals when in their native language.
17,text-17-6,en,es,26 - 6,The math equation '26 - 6' should remain the same as they are universal mathematical expressions.
17,text-17-3,en,es,Encuentra el valor de cada expresión mentalmente.,"The instruction to 'Find the value of each expression mentally' is a directive to engage in mental calculations. However, since my task is to translate rather than act on the instruction, I will translate this text into Spanish."
17,text-17-4,en,es,17 - 7,The math symbols in the text should not be translated.
17,text-17-7,en,es,26 - 8,The mathematical expression '26 - 8' should not be translated because it is a mathematical calculation.
17,text-17-8,en,es,Grado 2 Unidad 2,The phrase 'Grade 2 Unit 2' refers to a specific educational level and unit within the curriculum. These academic terms are commonly translated into the target language for accurate comprehension.
17,text-17-2,en,es,Calentamiento: Conversación sobre Números: Resta un Poco Más,The phrase is a title or prompt likely related to a mathematical discussion or exercise. Each word in the phrase needs to be translated to convey the intended meaning while maintaining the context of the activity.
17,text-17-1,en,es,Restemos números de un dígito de números de dos dígitos.,"The sentence is a simple instruction on a mathematical operation. The term 'one-digit numbers' and 'two-digit numbers' should be interpreted correctly in Spanish context, referring to 'números de un dígito' and 'números de dos dígitos' respectively."
11,text-11-10,en,es,4. Muéstrale a tu compañero cómo encontraste el número que hace que la ecuación sea verdadera.,The task is to translate the instruction given to show a partner how to solve an equation. This involves changing the instructional language into Spanish without altering the structure or meaning.
17,text-17-9,en,es,Lección 5,The phrase 'Lesson 5' includes a noun 'Lesson' which should be translated into Spanish. The cardinal number '5' remains the same as it is universally understood.
21,text-21-8,en,es,Lección 6,"The text 'Lesson 6' consists of two words: 'Lesson' which is a noun, and '6', a number. The noun 'Lesson' needs to be translated into Spanish as 'Lección', and the number '6' stays the same."
17,text-17-10,en,es,12,The number '12' does not need translation as numbers are universally understood.
17,text-17-5,en,es,17 - 8,"The math expression '17 - 8' should not be translated, as math symbols and numbers are universal and should be kept intact."
14,text-14-0,en,es,Más diversión en el zoológico,"The text 'More Fun at the Zoo' is a phrase that should be translated into Spanish, maintaining the meaning and context of enjoyment at a zoo."
22,text-22-2,en,es,82 - 9,"The math symbols and numbers should remain the same, as they are universal and need not be translated."
14,text-14-3,en,es,Había 65 estudiantes en la casa de los monos.,"The phrase 'monkey house' is a noun and the entire sentence should be translated into Spanish, while maintaining the context and structure of the sentence."
14,text-14-2,en,es,1,The number '1' is universal and should not be translated as it already represents a numeric value.
30,text-30-0,en,es,25,"The input is a numeric value, which does not require translation."
14,text-14-4,en,es,23 se fueron a ver a los hipopótamos.,"The text is a simple sentence and should be translated using appropriate Spanish equivalents for all words, while maintaining the context."
22,text-22-0,en,es,6.1: Diferentes maneras de descomponer,"The phrase 'Different Ways to Decompose' is a title and should be translated as it stands, recognizing that 'decompose' in this context may refer to breaking down or analyzing in various manners."
14,text-14-6,en,es,2.,Numbers should not be translated as they are universal.
22,text-22-1,en,es,Diego y Elena dibujaron diagramas de base diez para encontrar el valor de,The text includes names that are proper nouns and should remain unchanged in the translation. The rest of the sentence is straightforward and needs to be translated into Spanish.
14,text-14-1,en,es,Resuelve cada problema de historia. Muestra tu pensamiento.,The instruction is asking for a translation of the story problem-solving task from English to Spanish. It does not require solving or interacting with the problem.
22,text-22-4,en,es,Elena,The name 'Elena' is a proper noun and proper nouns usually remain unchanged in translations since they refer to specific names.
22,text-22-3,en,es,Diego,"The word 'Diego' is a proper noun, specifically a name, and proper nouns typically remain unchanged when translating between languages."
14,text-14-7,en,es,58 estudiantes fueron a ver los osos.,"The sentence is straightforward, with 'students' and 'bears' being nouns that need to be translated into Spanish."
14,text-14-5,en,es,¿Cuántos quedan en la casa de los monos?,"The text is asking about a count and does not involve any math symbols that need to remain untranslated, so it can be fully translated into Spanish."
14,text-14-8,en,es,27 estudiantes fueron a ver los leones.,The sentence provided is simple and straightforward. Each word translates directly into Spanish while maintaining the same meaning.
30,text-30-1,en,es,8.2: Diferentes formas de descomponer,The phrase 'Different Ways to Decompose' is a title and should be translated into Spanish while keeping the title structure intact.
30,text-30-3,en,es,65 - 28,"The math symbols and numbers in the text should not be translated, only the text around them should be translated."
30,text-30-2,en,es,Andre encontró el valor de,The sentence 'Andre found the value of' is a simple declarative sentence indicating an action associated with the subject 'Andre'. 'Andre' as a name should not be translated as it's typically considered a proper noun.
22,text-22-7,en,es,b. ¿Qué es diferente?,The phrase is a simple question asking about differences. It should be translated into Spanish maintaining the interrogative structure.
22,text-22-5,en,es,1. Compara el trabajo de Deigo con el de Elena.,"In this sentence, we have two proper nouns 'Deigo' and 'Elena', which should not be translated since proper nouns remain the same in translations. The verb 'Compare' and other words should be translated into Spanish."
14,text-14-10,en,es,3.,"The text is simply a numeral with no additional context. Hence, no translation needed beyond stating the same number."
30,text-30-5,en,es,65 - 28,"The math symbols and numbers should not be translated into Spanish, thus the expression remains unchanged."
22,text-22-6,en,es,a. ¿Qué es lo mismo?,The question is asking for what is similar between two or more things. It translates directly as it is a common question in both languages.
22,text-22-9,en,es,Lección 6,"The text 'Lesson 6' contains a noun 'Lesson' and a number '6'. The noun should be translated to Spanish, but the number remains the same in all languages."
22,text-22-10,en,es,17,The number '17' is a numeric value and doesn't require translation into Spanish. Numbers remain the same across languages.
30,text-30-6,en,es,65 - 20 = 45,"The mathematical equation consists purely of numbers and symbols, which should not be translated. This exact expression should remain the same."
30,text-30-4,en,es,Él hizo un diagrama en base diez y escribió ecuaciones para mostrar su pensamiento.,The sentence involves a person's actions of making a diagram and writing equations. The words 'base-ten diagram' and 'equations' are nouns and should be translated appropriately into Spanish along with the rest of the sentence.
14,text-14-11,en,es,Algunos pájaros estaban en jaulas fuera de la pajarera.,"The text is a simple sentence, and each word should be translated into Spanish while keeping the sentence structure intact."
14,text-14-12,en,es,Había 34 pájaros dentro de la casa de pájaros.,"The text contains a simple statement about the number of birds, and it includes both a numeral and a noun which should be translated."
14,text-14-13,en,es,"En total, había 88 pájaros.","The sentence is straightforward, indicating a total count of birds. The word 'birds' is a noun and should be translated to 'pájaros' in Spanish. The numerical value and structure of the sentence remain unchanged."
30,text-30-9,en,es,30 + 7 = 37,The mathematical operation itself should remain unchanged since numbers and symbols don't need translation.
14,text-14-15,en,es,Grado 2 Unidad 2,The text 'Grade 2 Unit 2' references an educational system and should be directly translated to reflect the equivalent educational terms in Spanish.
14,text-14-17,en,es,9,The text '9' is a numeral and numerals remain the same in both English and Spanish.
22,text-22-8,en,es,Grado 2 Unidad 2,The phrase 'Grade 2 Unit 2' is an educational term often used in academic settings. The words 'Grade' and 'Unit' need to be translated to their Spanish equivalents while maintaining the numeric values as they are.
30,text-30-8,en,es,15 - 8 = 7,"The equation is mathematical and the symbols should not be translated, as math is universal."
30,text-30-7,en,es,45 = 30 + 15,"The equation contains numbers and a mathematical equality that do not require translation, so they are kept as is."
14,text-14-14,en,es,¿Cuántos había en las jaulas afuera?,"To provide an accurate translation, it's crucial to understand that the sentence is asking about the quantity of something in cages. The question structure and meaning should be preserved when translating into Spanish."
14,text-14-16,en,es,Lección 3,"'Lesson 3' contains a noun 'Lesson' followed by a number, both of which should be translated into Spanish. In Spanish, 'Lesson' translates to 'Lección' and the structure remains similar with numbers."
30,text-30-10,en,es,¿Crees que el método de Andre es más parecido al de Clare o al de Lin?,"The sentence is asking about a comparison, where 'Andre', 'Clare', and 'Lin' are names of people and should be translated as such. The rest of the text needs to be translated to Spanish."
14,text-14-9,en,es,¿Cuántos estudiantes más fueron a ver los osos que los leones?,"The sentence is straightforward and involves simple vocabulary and grammatical structure. The question is about comparing the number of students who visited bears and lions, which does not include specific cultural or idiomatic expressions. The sentence is directly translatable from English to Spanish without any changes in math symbols or units."
30,text-30-12,en,es,2. Encuentra el valor de cada diferencia.,"The phrase 'Find the value of each difference' is a directive to calculate the difference, not to be translated into mathematical symbols or calculations. Therefore, I will translate the text while keeping the structure and meaning entirely in Spanish."
30,text-30-14,en,es,a. 34 - 18,"The mathematical expression '34 - 18' should not be translated but remains the same, while letters that provide context in the text should be translated."
30,text-30-13,en,es,Muestra tu pensamiento.,The phrase 'Show your thinking.' should be translated as it is a simple and declarative sentence in English. There are no mathematical symbols or units of measurement to consider.
24,text-24-0,en,es,Lección 7: Restar dos dígitos,"The given text is the title of a lesson, and each of its words needs to be translated into Spanish while preserving the context and meaning."
24,text-24-3,en,es,¿Cuántos ves? ¿Cómo los ves?,"The sentence is an inquiry about the quantity and the manner of perceiving it, which should be translated literally into Spanish, maintaining the original structure."
24,text-24-1,en,es,Vamos a restar con números de dos dígitos.,"The phrase 'Let's subtract with two-digit numbers' should be translated directly as it is an instructional sentence with mathematical context, and it does not contain any math symbols that need special consideration."
24,text-24-2,en,es,Calentamiento: ¿Cuántos ves? Componer un Diez,The phrase 'Compose a Ten' refers to a mathematical concept often used in elementary education to help kids understand the number 10 by combining smaller numbers to form 10. This concept should be translated along with the rest of the text.
30,text-30-15,en,es,Grado 2 Unidad 2 Lección 8,"The text 'Grade 2 Unit 2 Lesson 8' is referring to a specific educational lesson. The words 'Grade', 'Unit', and 'Lesson', as well as the number, should be translated to equivalent educational terms in Spanish."
24,text-24-6,en,es,19,The number '19' should be translated as it is a numerical value.
26,text-26-1,en,es,1. Elige una carta de jugador. Mezcla las otras cartas y colócalas boca abajo.,"The instruction involves choosing and organizing cards, which are nouns and actions that should be translated into Spanish."
26,text-26-0,en,es,7.2: Usa bloques para quitar,"The phrase 'Use Blocks to Take Away' should be translated into Spanish, while maintaining the original meaning and intent of the instructions."
24,text-24-4,en,es,Grado 2 Unidad 2,"'Grade 2 Unit 2' refers to an educational system's specific grade and unit, which should be translated to Spanish but keeping the grade and unit numbers intact."
24,text-24-5,en,es,Lección 7,The word 'Lesson' is a noun and should be translated to the target language as 'Lección'. The number '7' remains unchanged as it is a numerical value.
26,text-26-2,en,es,Nombre del jugador: ________________________________,"The phrase 'Player name:' is asking for input and should be translated into Spanish, while the underline is used for filling in information and should remain as it is."
26,text-26-4,en,es,Número inicial: ____________________________,"The phrase 'Starting number' is a text that describes an initial numerical value, which can be translated into Spanish as 'Número inicial'."
26,text-26-5,en,es,3. Tomen turnos para elegir una carta. Lean la carta al grupo.,"The instruction is simple and involves verbs (taking turns, picking, reading) as well as nouns (card, group) that need to be translated to Spanish for accuracy."
