id,page_index,text_id,status,error
easyread-text-18-0,18,text-18-0,enqueued,
easyread-text-19-1,19,text-19-1,enqueued,
easyread-text-19-1,19,text-19-1,enqueued,
easyread-text-18-1,18,text-18-1,enqueued,
easyread-text-18-1,18,text-18-1,enqueued,
easyread-text-17-0,17,text-17-0,success,
easyread-text-19-2,19,text-19-2,enqueued,
easyread-text-18-2,18,text-18-2,enqueued,
easyread-text-19-2,19,text-19-2,enqueued,
easyread-text-18-2,18,text-18-2,enqueued,
easyread-text-17-4,17,text-17-4,success,
easyread-text-19-3,19,text-19-3,enqueued,
easyread-text-19-3,19,text-19-3,enqueued,
easyread-text-18-3,18,text-18-3,enqueued,
easyread-text-17-3,17,text-17-3,success,
easyread-text-19-4,19,text-19-4,enqueued,
easyread-text-17-4,17,text-17-4,success,
easyread-text-18-3,18,text-18-3,enqueued,
easyread-text-19-4,19,text-19-4,enqueued,
easyread-text-18-4,18,text-18-4,enqueued,
easyread-text-19-5,19,text-19-5,enqueued,
easyread-text-18-4,18,text-18-4,enqueued,
easyread-text-19-5,19,text-19-5,enqueued,
easyread-text-18-5,18,text-18-5,enqueued,
easyread-text-18-5,18,text-18-5,enqueued,
easyread-text-19-6,19,text-19-6,enqueued,
easyread-text-19-6,19,text-19-6,enqueued,
easyread-text-18-6,18,text-18-6,enqueued,
easyread-text-17-3,17,text-17-3,success,
easyread-text-19-7,19,text-19-7,enqueued,
easyread-text-17-2,17,text-17-2,success,
easyread-text-18-6,18,text-18-6,enqueued,
easyread-text-17-0,17,text-17-0,success,
easyread-text-19-7,19,text-19-7,enqueued,
easyread-text-18-7,18,text-18-7,enqueued,
easyread-text-18-7,18,text-18-7,enqueued,
easyread-text-17-1,17,text-17-1,success,
easyread-text-19-8,19,text-19-8,enqueued,
easyread-text-17-1,17,text-17-1,success,
easyread-text-18-8,18,text-18-8,enqueued,
easyread-text-17-5,17,text-17-5,success,
easyread-text-19-8,19,text-19-8,enqueued,
easyread-text-18-8,18,text-18-8,enqueued,
easyread-text-17-7,17,text-17-7,success,
easyread-text-19-9,19,text-19-9,enqueued,
easyread-text-19-9,19,text-19-9,enqueued,
easyread-text-19-10,19,text-19-10,enqueued,
easyread-text-17-5,17,text-17-5,success,
easyread-text-19-10,19,text-19-10,enqueued,
easyread-text-17-8,17,text-17-8,success,
easyread-text-19-11,19,text-19-11,enqueued,
easyread-text-19-11,19,text-19-11,enqueued,
easyread-text-19-12,19,text-19-12,enqueued,
easyread-text-19-12,19,text-19-12,enqueued,
easyread-text-19-13,19,text-19-13,enqueued,
easyread-text-19-13,19,text-19-13,enqueued,
easyread-text-19-14,19,text-19-14,enqueued,
easyread-text-17-7,17,text-17-7,success,
easyread-text-19-14,19,text-19-14,enqueued,
easyread-text-19-15,19,text-19-15,enqueued,
easyread-text-19-15,19,text-19-15,enqueued,
easyread-text-17-9,17,text-17-9,success,
easyread-text-19-16,19,text-19-16,enqueued,
easyread-text-17-2,17,text-17-2,success,
easyread-text-19-16,19,text-19-16,enqueued,
easyread-text-19-17,19,text-19-17,enqueued,
easyread-text-17-6,17,text-17-6,success,
easyread-text-19-17,19,text-19-17,enqueued,
easyread-text-19-18,19,text-19-18,enqueued,
easyread-text-19-18,19,text-19-18,enqueued,
easyread-text-17-8,17,text-17-8,success,
easyread-text-17-6,17,text-17-6,success,
easyread-text-19-19,19,text-19-19,enqueued,
easyread-text-19-19,19,text-19-19,enqueued,
easyread-text-18-1,18,text-18-1,success,
easyread-text-17-9,17,text-17-9,success,
easyread-text-12-0,12,text-12-0,success,
easyread-text-19-1,19,text-19-1,success,
easyread-text-19-0,19,text-19-0,success,
easyread-text-18-0,18,text-18-0,success,
easyread-text-20-0,20,text-20-0,enqueued,
easyread-text-19-1,19,text-19-1,success,
easyread-text-20-0,20,text-20-0,enqueued,
easyread-text-20-1,20,text-20-1,enqueued,
easyread-text-19-0,19,text-19-0,success,
easyread-text-18-0,18,text-18-0,success,
easyread-text-20-1,20,text-20-1,enqueued,
easyread-text-20-2,20,text-20-2,enqueued,
easyread-text-20-2,20,text-20-2,enqueued,
easyread-text-20-3,20,text-20-3,enqueued,
easyread-text-19-2,19,text-19-2,success,
easyread-text-20-3,20,text-20-3,enqueued,
easyread-text-20-4,20,text-20-4,enqueued,
easyread-text-18-1,18,text-18-1,success,
easyread-text-20-4,20,text-20-4,enqueued,
easyread-text-20-5,20,text-20-5,enqueued,
easyread-text-20-5,20,text-20-5,enqueued,
easyread-text-20-6,20,text-20-6,enqueued,
easyread-text-20-6,20,text-20-6,enqueued,
easyread-text-20-7,20,text-20-7,enqueued,
easyread-text-20-7,20,text-20-7,enqueued,
easyread-text-20-8,20,text-20-8,enqueued,
easyread-text-20-8,20,text-20-8,enqueued,
easyread-text-20-9,20,text-20-9,enqueued,
easyread-text-16-0,16,text-16-0,enqueued,
easyread-text-20-9,20,text-20-9,enqueued,
easyread-text-16-0,16,text-16-0,enqueued,
easyread-text-20-10,20,text-20-10,enqueued,
easyread-text-20-10,20,text-20-10,enqueued,
easyread-text-16-1,16,text-16-1,enqueued,
easyread-text-20-11,20,text-20-11,enqueued,
easyread-text-16-1,16,text-16-1,enqueued,
easyread-text-20-11,20,text-20-11,enqueued,
easyread-text-16-2,16,text-16-2,enqueued,
easyread-text-20-12,20,text-20-12,enqueued,
easyread-text-16-2,16,text-16-2,enqueued,
easyread-text-20-12,20,text-20-12,enqueued,
easyread-text-16-3,16,text-16-3,enqueued,
easyread-text-20-13,20,text-20-13,enqueued,
easyread-text-16-3,16,text-16-3,enqueued,
easyread-text-20-13,20,text-20-13,enqueued,
easyread-text-16-4,16,text-16-4,enqueued,
easyread-text-16-4,16,text-16-4,enqueued,
easyread-text-20-14,20,text-20-14,enqueued,
easyread-text-20-14,20,text-20-14,enqueued,
easyread-text-16-5,16,text-16-5,enqueued,
easyread-text-20-15,20,text-20-15,enqueued,
easyread-text-19-3,19,text-19-3,success,
easyread-text-16-5,16,text-16-5,enqueued,
easyread-text-20-15,20,text-20-15,enqueued,
easyread-text-16-6,16,text-16-6,enqueued,
easyread-text-16-6,16,text-16-6,enqueued,
easyread-text-20-16,20,text-20-16,enqueued,
easyread-text-16-7,16,text-16-7,enqueued,
easyread-text-20-16,20,text-20-16,enqueued,
easyread-text-16-7,16,text-16-7,enqueued,
easyread-text-20-17,20,text-20-17,enqueued,
easyread-text-20-17,20,text-20-17,enqueued,
easyread-text-16-8,16,text-16-8,enqueued,
easyread-text-18-2,18,text-18-2,success,
easyread-text-16-8,16,text-16-8,enqueued,
easyread-text-20-18,20,text-20-18,enqueued,
easyread-text-20-18,20,text-20-18,enqueued,
easyread-text-27-0,27,text-27-0,enqueued,
easyread-text-16-9,16,text-16-9,enqueued,
easyread-text-27-0,27,text-27-0,enqueued,
easyread-text-20-19,20,text-20-19,enqueued,
easyread-text-19-2,19,text-19-2,success,
easyread-text-16-9,16,text-16-9,enqueued,
easyread-text-20-19,20,text-20-19,enqueued,
easyread-text-27-1,27,text-27-1,enqueued,
easyread-text-16-10,16,text-16-10,enqueued,
easyread-text-27-1,27,text-27-1,enqueued,
easyread-text-20-20,20,text-20-20,enqueued,
easyread-text-16-10,16,text-16-10,enqueued,
easyread-text-27-2,27,text-27-2,enqueued,
easyread-text-18-2,18,text-18-2,success,
easyread-text-20-20,20,text-20-20,enqueued,
easyread-text-27-2,27,text-27-2,enqueued,
easyread-text-16-11,16,text-16-11,enqueued,
easyread-text-27-3,27,text-27-3,enqueued,
easyread-text-16-11,16,text-16-11,enqueued,
easyread-text-18-4,18,text-18-4,success,
easyread-text-27-3,27,text-27-3,enqueued,
easyread-text-18-3,18,text-18-3,success,
easyread-text-19-5,19,text-19-5,success,
easyread-text-16-12,16,text-16-12,enqueued,
easyread-text-27-4,27,text-27-4,enqueued,
easyread-text-16-12,16,text-16-12,enqueued,
easyread-text-29-0,29,text-29-0,enqueued,
easyread-text-19-3,19,text-19-3,success,
easyread-text-27-4,27,text-27-4,enqueued,
easyread-text-29-0,29,text-29-0,enqueued,
easyread-text-16-13,16,text-16-13,enqueued,
easyread-text-27-5,27,text-27-5,enqueued,
easyread-text-19-6,19,text-19-6,success,
easyread-text-29-1,29,text-29-1,enqueued,
easyread-text-16-13,16,text-16-13,enqueued,
easyread-text-27-5,27,text-27-5,enqueued,
easyread-text-29-1,29,text-29-1,enqueued,
easyread-text-19-6,19,text-19-6,success,
easyread-text-27-6,27,text-27-6,enqueued,
easyread-text-18-6,18,text-18-6,success,
easyread-text-29-2,29,text-29-2,enqueued,
easyread-text-27-6,27,text-27-6,enqueued,
easyread-text-29-2,29,text-29-2,enqueued,
easyread-text-18-5,18,text-18-5,success,
easyread-text-19-4,19,text-19-4,success,
easyread-text-27-7,27,text-27-7,enqueued,
easyread-text-19-7,19,text-19-7,success,
easyread-text-29-3,29,text-29-3,enqueued,
easyread-text-18-5,18,text-18-5,success,
easyread-text-27-7,27,text-27-7,enqueued,
easyread-text-29-3,29,text-29-3,enqueued,
easyread-text-19-5,19,text-19-5,success,
easyread-text-27-8,27,text-27-8,enqueued,
easyread-text-29-4,29,text-29-4,enqueued,
easyread-text-27-8,27,text-27-8,enqueued,
easyread-text-29-4,29,text-29-4,enqueued,
easyread-text-27-9,27,text-27-9,enqueued,
easyread-text-27-9,27,text-27-9,enqueued,
easyread-text-29-5,29,text-29-5,enqueued,
easyread-text-19-4,19,text-19-4,success,
easyread-text-29-5,29,text-29-5,enqueued,
easyread-text-27-10,27,text-27-10,enqueued,
easyread-text-29-6,29,text-29-6,enqueued,
easyread-text-27-10,27,text-27-10,enqueued,
easyread-text-19-7,19,text-19-7,success,
easyread-text-29-6,29,text-29-6,enqueued,
easyread-text-27-11,27,text-27-11,enqueued,
easyread-text-29-7,29,text-29-7,enqueued,
easyread-text-27-11,27,text-27-11,enqueued,
easyread-text-19-8,19,text-19-8,success,
easyread-text-29-7,29,text-29-7,enqueued,
easyread-text-27-12,27,text-27-12,enqueued,
easyread-text-18-7,18,text-18-7,success,
easyread-text-19-8,19,text-19-8,success,
easyread-text-27-12,27,text-27-12,enqueued,
easyread-text-29-8,29,text-29-8,enqueued,
easyread-text-27-13,27,text-27-13,enqueued,
easyread-text-18-7,18,text-18-7,success,
easyread-text-29-8,29,text-29-8,enqueued,
easyread-text-27-13,27,text-27-13,enqueued,
easyread-text-29-9,29,text-29-9,enqueued,
easyread-text-18-4,18,text-18-4,success,
easyread-text-29-9,29,text-29-9,enqueued,
easyread-text-27-14,27,text-27-14,enqueued,
easyread-text-29-10,29,text-29-10,enqueued,
easyread-text-27-14,27,text-27-14,enqueued,
easyread-text-29-10,29,text-29-10,enqueued,
easyread-text-27-15,27,text-27-15,enqueued,
easyread-text-29-11,29,text-29-11,enqueued,
easyread-text-27-15,27,text-27-15,enqueued,
easyread-text-29-11,29,text-29-11,enqueued,
easyread-text-27-16,27,text-27-16,enqueued,
easyread-text-27-16,27,text-27-16,enqueued,
easyread-text-29-12,29,text-29-12,enqueued,
easyread-text-29-12,29,text-29-12,enqueued,
easyread-text-24-0,24,text-24-0,enqueued,
easyread-text-27-17,27,text-27-17,enqueued,
easyread-text-24-0,24,text-24-0,enqueued,
easyread-text-27-17,27,text-27-17,enqueued,
easyread-text-24-1,24,text-24-1,enqueued,
easyread-text-24-1,24,text-24-1,enqueued,
easyread-text-18-3,18,text-18-3,success,
easyread-text-27-18,27,text-27-18,enqueued,
easyread-text-24-2,24,text-24-2,enqueued,
easyread-text-27-18,27,text-27-18,enqueued,
easyread-text-24-2,24,text-24-2,enqueued,
easyread-text-24-3,24,text-24-3,enqueued,
easyread-text-24-3,24,text-24-3,enqueued,
easyread-text-19-9,19,text-19-9,success,
easyread-text-24-4,24,text-24-4,enqueued,
easyread-text-24-4,24,text-24-4,enqueued,
easyread-text-24-5,24,text-24-5,enqueued,
easyread-text-24-5,24,text-24-5,enqueued,
easyread-text-24-6,24,text-24-6,enqueued,
easyread-text-24-6,24,text-24-6,enqueued,
easyread-text-18-8,18,text-18-8,success,
easyread-text-24-7,24,text-24-7,enqueued,
easyread-text-19-9,19,text-19-9,success,
easyread-text-24-7,24,text-24-7,enqueued,
easyread-text-18-8,18,text-18-8,success,
easyread-text-24-8,24,text-24-8,enqueued,
easyread-text-18-6,18,text-18-6,success,
easyread-text-24-8,24,text-24-8,enqueued,
easyread-text-24-9,24,text-24-9,enqueued,
easyread-text-24-9,24,text-24-9,enqueued,
easyread-text-19-13,19,text-19-13,success,
easyread-text-24-10,24,text-24-10,enqueued,
easyread-text-28-0,28,text-28-0,enqueued,
easyread-text-24-10,24,text-24-10,enqueued,
easyread-text-28-0,28,text-28-0,enqueued,
easyread-text-19-10,19,text-19-10,success,
easyread-text-24-11,24,text-24-11,enqueued,
easyread-text-24-11,24,text-24-11,enqueued,
easyread-text-28-1,28,text-28-1,enqueued,
easyread-text-24-12,24,text-24-12,enqueued,
easyread-text-28-1,28,text-28-1,enqueued,
easyread-text-24-12,24,text-24-12,enqueued,
easyread-text-19-12,19,text-19-12,success,
easyread-text-28-2,28,text-28-2,enqueued,
easyread-text-28-2,28,text-28-2,enqueued,
easyread-text-24-13,24,text-24-13,enqueued,
easyread-text-19-10,19,text-19-10,success,
easyread-text-24-13,24,text-24-13,enqueued,
easyread-text-19-11,19,text-19-11,success,
easyread-text-19-14,19,text-19-14,success,
easyread-text-28-3,28,text-28-3,enqueued,
easyread-text-24-14,24,text-24-14,enqueued,
easyread-text-19-13,19,text-19-13,success,
easyread-text-28-3,28,text-28-3,enqueued,
easyread-text-19-16,19,text-19-16,success,
easyread-text-24-14,24,text-24-14,enqueued,
easyread-text-28-4,28,text-28-4,enqueued,
easyread-text-19-14,19,text-19-14,success,
easyread-text-28-4,28,text-28-4,enqueued,
easyread-text-24-15,24,text-24-15,enqueued,
easyread-text-24-15,24,text-24-15,enqueued,
easyread-text-28-5,28,text-28-5,enqueued,
easyread-text-28-5,28,text-28-5,enqueued,
easyread-text-24-16,24,text-24-16,enqueued,
easyread-text-24-16,24,text-24-16,enqueued,
easyread-text-28-6,28,text-28-6,enqueued,
easyread-text-24-17,24,text-24-17,enqueued,
easyread-text-19-12,19,text-19-12,success,
easyread-text-28-6,28,text-28-6,enqueued,
easyread-text-24-17,24,text-24-17,enqueued,
easyread-text-19-15,19,text-19-15,success,
easyread-text-28-7,28,text-28-7,enqueued,
easyread-text-19-15,19,text-19-15,success,
easyread-text-28-7,28,text-28-7,enqueued,
easyread-text-19-16,19,text-19-16,success,
easyread-text-28-8,28,text-28-8,enqueued,
easyread-text-28-8,28,text-28-8,enqueued,
easyread-text-26-0,26,text-26-0,enqueued,
easyread-text-26-0,26,text-26-0,enqueued,
easyread-text-28-9,28,text-28-9,enqueued,
easyread-text-19-17,19,text-19-17,success,
easyread-text-26-1,26,text-26-1,enqueued,
easyread-text-28-9,28,text-28-9,enqueued,
easyread-text-26-1,26,text-26-1,enqueued,
easyread-text-19-19,19,text-19-19,success,
easyread-text-28-10,28,text-28-10,enqueued,
easyread-text-26-2,26,text-26-2,enqueued,
easyread-text-28-10,28,text-28-10,enqueued,
easyread-text-26-2,26,text-26-2,enqueued,
easyread-text-28-11,28,text-28-11,enqueued,
easyread-text-26-3,26,text-26-3,enqueued,
easyread-text-28-11,28,text-28-11,enqueued,
easyread-text-26-3,26,text-26-3,enqueued,
easyread-text-28-12,28,text-28-12,enqueued,
easyread-text-26-4,26,text-26-4,enqueued,
easyread-text-28-12,28,text-28-12,enqueued,
easyread-text-26-4,26,text-26-4,enqueued,
easyread-text-30-0,30,text-30-0,enqueued,
easyread-text-30-0,30,text-30-0,enqueued,
easyread-text-28-13,28,text-28-13,enqueued,
easyread-text-26-5,26,text-26-5,enqueued,
easyread-text-28-13,28,text-28-13,enqueued,
easyread-text-26-5,26,text-26-5,enqueued,
easyread-text-30-1,30,text-30-1,enqueued,
easyread-text-28-14,28,text-28-14,enqueued,
easyread-text-30-1,30,text-30-1,enqueued,
easyread-text-28-14,28,text-28-14,enqueued,
easyread-text-26-6,26,text-26-6,enqueued,
easyread-text-30-2,30,text-30-2,enqueued,
easyread-text-19-18,19,text-19-18,success,
easyread-text-28-15,28,text-28-15,enqueued,
easyread-text-26-6,26,text-26-6,enqueued,
easyread-text-30-2,30,text-30-2,enqueued,
easyread-text-28-15,28,text-28-15,enqueued,
easyread-text-26-7,26,text-26-7,enqueued,
easyread-text-30-3,30,text-30-3,enqueued,
easyread-text-28-16,28,text-28-16,enqueued,
easyread-text-26-7,26,text-26-7,enqueued,
easyread-text-30-3,30,text-30-3,enqueued,
easyread-text-19-11,19,text-19-11,success,
easyread-text-28-16,28,text-28-16,enqueued,
easyread-text-26-8,26,text-26-8,enqueued,
easyread-text-30-4,30,text-30-4,enqueued,
easyread-text-28-17,28,text-28-17,enqueued,
easyread-text-26-8,26,text-26-8,enqueued,
easyread-text-30-4,30,text-30-4,enqueued,
easyread-text-28-17,28,text-28-17,enqueued,
easyread-text-26-9,26,text-26-9,enqueued,
easyread-text-30-5,30,text-30-5,enqueued,
easyread-text-26-9,26,text-26-9,enqueued,
easyread-text-28-18,28,text-28-18,enqueued,
easyread-text-30-5,30,text-30-5,enqueued,
easyread-text-26-10,26,text-26-10,enqueued,
easyread-text-28-18,28,text-28-18,enqueued,
easyread-text-30-6,30,text-30-6,enqueued,
easyread-text-20-1,20,text-20-1,success,
easyread-text-26-10,26,text-26-10,enqueued,
easyread-text-30-6,30,text-30-6,enqueued,
easyread-text-28-19,28,text-28-19,enqueued,
easyread-text-26-11,26,text-26-11,enqueued,
easyread-text-30-7,30,text-30-7,enqueued,
easyread-text-19-18,19,text-19-18,success,
easyread-text-28-19,28,text-28-19,enqueued,
easyread-text-26-11,26,text-26-11,enqueued,
easyread-text-30-7,30,text-30-7,enqueued,
easyread-text-20-0,20,text-20-0,success,
easyread-text-28-20,28,text-28-20,enqueued,
easyread-text-21-0,21,text-21-0,enqueued,
easyread-text-26-12,26,text-26-12,enqueued,
easyread-text-28-20,28,text-28-20,enqueued,
easyread-text-21-0,21,text-21-0,enqueued,
easyread-text-20-1,20,text-20-1,success,
easyread-text-26-12,26,text-26-12,enqueued,
easyread-text-30-8,30,text-30-8,enqueued,
easyread-text-30-8,30,text-30-8,enqueued,
easyread-text-20-4,20,text-20-4,success,
easyread-text-21-1,21,text-21-1,enqueued,
easyread-text-26-13,26,text-26-13,enqueued,
easyread-text-30-9,30,text-30-9,enqueued,
easyread-text-21-1,21,text-21-1,enqueued,
easyread-text-26-13,26,text-26-13,enqueued,
easyread-text-30-9,30,text-30-9,enqueued,
easyread-text-21-2,21,text-21-2,enqueued,
easyread-text-20-2,20,text-20-2,success,
easyread-text-21-2,21,text-21-2,enqueued,
easyread-text-26-14,26,text-26-14,enqueued,
easyread-text-30-10,30,text-30-10,enqueued,
easyread-text-26-14,26,text-26-14,enqueued,
easyread-text-21-3,21,text-21-3,enqueued,
easyread-text-30-10,30,text-30-10,enqueued,
easyread-text-21-3,21,text-21-3,enqueued,
easyread-text-26-15,26,text-26-15,enqueued,
easyread-text-26-15,26,text-26-15,enqueued,
easyread-text-20-0,20,text-20-0,success,
easyread-text-30-11,30,text-30-11,enqueued,
easyread-text-21-4,21,text-21-4,enqueued,
easyread-text-26-16,26,text-26-16,enqueued,
easyread-text-30-11,30,text-30-11,enqueued,
easyread-text-21-4,21,text-21-4,enqueued,
easyread-text-26-16,26,text-26-16,enqueued,
easyread-text-19-19,19,text-19-19,success,
easyread-text-30-12,30,text-30-12,enqueued,
easyread-text-21-5,21,text-21-5,enqueued,
easyread-text-30-12,30,text-30-12,enqueued,
easyread-text-26-17,26,text-26-17,enqueued,
easyread-text-21-5,21,text-21-5,enqueued,
easyread-text-20-2,20,text-20-2,success,
easyread-text-26-17,26,text-26-17,enqueued,
easyread-text-30-13,30,text-30-13,enqueued,
easyread-text-16-0,16,text-16-0,success,
easyread-text-21-6,21,text-21-6,enqueued,
easyread-text-20-4,20,text-20-4,success,
easyread-text-30-13,30,text-30-13,enqueued,
easyread-text-21-6,21,text-21-6,enqueued,
easyread-text-30-14,30,text-30-14,enqueued,
easyread-text-20-9,20,text-20-9,success,
easyread-text-30-14,30,text-30-14,enqueued,
easyread-text-21-7,21,text-21-7,enqueued,
easyread-text-20-3,20,text-20-3,success,
easyread-text-21-7,21,text-21-7,enqueued,
easyread-text-20-6,20,text-20-6,success,
easyread-text-20-8,20,text-20-8,success,
easyread-text-21-8,21,text-21-8,enqueued,
easyread-text-16-0,16,text-16-0,success,
easyread-text-21-8,21,text-21-8,enqueued,
easyread-text-20-7,20,text-20-7,success,
easyread-text-20-5,20,text-20-5,success,
easyread-text-20-10,20,text-20-10,success,
easyread-text-21-9,21,text-21-9,enqueued,
easyread-text-21-9,21,text-21-9,enqueued,
easyread-text-20-7,20,text-20-7,success,
easyread-text-21-10,21,text-21-10,enqueued,
easyread-text-21-10,21,text-21-10,enqueued,
easyread-text-20-5,20,text-20-5,success,
easyread-text-21-11,21,text-21-11,enqueued,
easyread-text-21-11,21,text-21-11,enqueued,
easyread-text-20-6,20,text-20-6,success,
easyread-text-21-12,21,text-21-12,enqueued,
easyread-text-21-12,21,text-21-12,enqueued,
easyread-text-21-13,21,text-21-13,enqueued,
easyread-text-21-13,21,text-21-13,enqueued,
easyread-text-20-3,20,text-20-3,success,
easyread-text-21-14,21,text-21-14,enqueued,
easyread-text-21-14,21,text-21-14,enqueued,
easyread-text-23-0,23,text-23-0,enqueued,
easyread-text-23-0,23,text-23-0,enqueued,
easyread-text-21-15,21,text-21-15,enqueued,
easyread-text-21-15,21,text-21-15,enqueued,
easyread-text-23-1,23,text-23-1,enqueued,
easyread-text-23-1,23,text-23-1,enqueued,
easyread-text-21-16,21,text-21-16,enqueued,
easyread-text-21-16,21,text-21-16,enqueued,
easyread-text-23-2,23,text-23-2,enqueued,
easyread-text-20-8,20,text-20-8,success,
easyread-text-23-2,23,text-23-2,enqueued,
easyread-text-21-17,21,text-21-17,enqueued,
easyread-text-21-17,21,text-21-17,enqueued,
easyread-text-23-3,23,text-23-3,enqueued,
easyread-text-21-18,21,text-21-18,enqueued,
easyread-text-23-3,23,text-23-3,enqueued,
easyread-text-21-18,21,text-21-18,enqueued,
easyread-text-16-1,16,text-16-1,success,
easyread-text-23-4,23,text-23-4,enqueued,
easyread-text-21-19,21,text-21-19,enqueued,
easyread-text-23-4,23,text-23-4,enqueued,
easyread-text-20-10,20,text-20-10,success,
easyread-text-21-19,21,text-21-19,enqueued,
easyread-text-23-5,23,text-23-5,enqueued,
easyread-text-19-17,19,text-19-17,success,
easyread-text-23-5,23,text-23-5,enqueued,
easyread-text-23-6,23,text-23-6,enqueued,
easyread-text-23-6,23,text-23-6,enqueued,
easyread-text-23-7,23,text-23-7,enqueued,
easyread-text-23-7,23,text-23-7,enqueued,
easyread-text-23-8,23,text-23-8,enqueued,
easyread-text-23-8,23,text-23-8,enqueued,
easyread-text-23-9,23,text-23-9,enqueued,
easyread-text-23-9,23,text-23-9,enqueued,
easyread-text-23-10,23,text-23-10,enqueued,
easyread-text-22-0,22,text-22-0,enqueued,
easyread-text-23-10,23,text-23-10,enqueued,
easyread-text-22-0,22,text-22-0,enqueued,
easyread-text-23-11,23,text-23-11,enqueued,
easyread-text-22-1,22,text-22-1,enqueued,
easyread-text-23-11,23,text-23-11,enqueued,
easyread-text-22-1,22,text-22-1,enqueued,
easyread-text-23-12,23,text-23-12,enqueued,
easyread-text-23-12,23,text-23-12,enqueued,
easyread-text-22-2,22,text-22-2,enqueued,
easyread-text-22-2,22,text-22-2,enqueued,
easyread-text-23-13,23,text-23-13,enqueued,
easyread-text-23-13,23,text-23-13,enqueued,
easyread-text-22-3,22,text-22-3,enqueued,
easyread-text-22-3,22,text-22-3,enqueued,
easyread-text-23-14,23,text-23-14,enqueued,
easyread-text-20-9,20,text-20-9,success,
easyread-text-23-14,23,text-23-14,enqueued,
easyread-text-22-4,22,text-22-4,enqueued,
easyread-text-20-11,20,text-20-11,success,
easyread-text-22-4,22,text-22-4,enqueued,
easyread-text-22-5,22,text-22-5,enqueued,
easyread-text-22-5,22,text-22-5,enqueued,
easyread-text-14-0,14,text-14-0,enqueued,
easyread-text-14-0,14,text-14-0,enqueued,
easyread-text-22-6,22,text-22-6,enqueued,
easyread-text-14-1,14,text-14-1,enqueued,
