page_index,id,origin_language_code,language_code,text,reasoning
15,text-15-3,en,es,Los puntos representan volcanes activos.,The text contains a simple description stating that the 'dots' represent 'active volcanoes.' Both 'dots' and 'active volcanoes' are nouns that need to be translated into Spanish.
15,text-15-4,en,es,"Volcanes activos, Tectónica de placas y el ""Cinturón de Fuego""","The text contains names and terms related to geology and geography, which should be translated into the target language. However, specific names such as 'Ring of Fire' might remain untranslated as they are recognized terms."
15,text-15-6,en,es,Observaciones y preguntas,The phrase 'Observations & Wonderings' can be translated directly as it does not contain untranslatable terms or math symbols.
15,text-15-2,en,es,"En el Océano Pacífico hay un camino de volcanes activos con frecuentes terremotos, llamado el Cinturón de Fuego.","The given text describes a geographic feature and contains nouns such as 'Pacific Ocean', 'Ring of Fire', as well as terms like 'active volcanoes' and 'earthquakes' which should be translated into Spanish."
15,text-15-9,en,es,15,The number '15' does not need to be translated as numbers are universally understood.
15,text-15-8,en,es,2. ¿Qué te preguntas sobre este fenómeno?,The sentence is a query about curiosity regarding a phenomenon. The translation should preserve the question format in Spanish.
15,text-15-5,en,es,"Imagen por USGS, https://commons.wikimedia.org/wiki/File:Map_plate_tectonics_world.gif; dominio público","The text contains a credit line with a URL and terms for an image from USGS. The components such as 'public domain' are categories or concepts, not specific content requiring context translation. The main text description should be translated, while the URL and attribution remain in their original form."
22,text-22-0,en,es,22,The number '22' remains the same in any language as it is a universal numerical representation.
24,text-24-0,en,es,Preguntas de enfoque,The English phrase 'Focus Questions' consists of nouns which should be translated to the target language while retaining their structure and meaning.
24,text-24-4,en,es,24,The text '24' is a simple numeric representation and does not contain any language-specific elements that require translation.
24,text-24-3,en,es,3. ¿Qué encuentras sorprendente sobre estos datos?,"The question needs to be translated into Spanish, keeping the question format intact."
24,text-24-2,en,es,"2. ¿Cuánta agua en la Tierra es agua superficial (lagos, pantanos o ríos)?","The phrase 'surface water' and the nouns 'lakes,' 'swamps,' and 'rivers' need to be translated into Spanish while maintaining the numerical values and units intact as they are universal."
13,text-13-2,en,es,Esquema del capítulo,"The phrase 'Chapter Outline' needs to be translated into Spanish, ensuring that the meaning and structure are preserved."
13,text-13-0,en,es,CAPÍTULO 1,"'CHAPTER' is a noun and should be translated to 'CAPÍTULO', while '1' remains unchanged as it is a numerical value."
20,text-20-0,en,es,Juntando Todo,The phrase 'Putting It Together' needs to be translated into Spanish phrase by phrase while maintaining its intended meaning as a whole.
15,text-15-7,en,es,1. ¿Qué observas sobre este fenómeno?,The sentence is a question asking about observations regarding a specific phenomenon. All parts of the sentence are natural language that require translation.
13,text-13-1,en,es,Tramo 1: Características e Interacciones de los Sistemas de la Tierra,"The phrase refers to observable and identifiable features and interactions within the Earth's various systems, such as the atmosphere, hydrosphere, biosphere, and geosphere. Each word can be directly translated into Spanish while keeping the meaning intact."
24,text-24-1,en,es,1. La imagen de arriba muestra cómo se distribuye el agua en la Tierra. ¿Cuánta agua en la Tierra es agua salada (agua salina)?,The text is straightforward and does not contain any math symbols or units that need special treatment. The entire sentence can be accurately translated into Spanish.
13,text-13-3,en,es,1.1 Patrones en las características de la Tierra (5.1.1),The title 'Patterns in Earth's Features' is a noun phrase that refers to patterns observed in the features of Earth. It should be translated to Spanish while maintaining the scientific and descriptive context.
19,text-19-0,en,es,movimientos de rodamiento que causan la mayor parte del daño.,"To accurately translate the phrase, I will ensure that the content is clear and retains its original meaning while changing only the language."
29,text-29-0,en,es,Tarea Final,"The phrase 'Final Task' should be translated into Spanish with consideration for its context as a task or assignment, which in Spanish translates to 'Tarea Final'."
13,text-13-5,en,es,1.3 Meteorización y erosión (5.1.3),The phrase 'Weathering and Erosion' contains nouns that should be translated to the target language to accurately convey the meaning.
13,text-13-4,en,es,1.2 Agua de la Tierra (5.1.2),"The phrase 'Earth’s Water' includes a noun which should be translated, while the section numbers remain unchanged. The number 5.1.2 is mathematical and should not be translated."
30,text-30-0,en,es,30,The number '30' does not require translation as it is already universally understood as a number.
20,text-20-1,en,es,"Volcanes Activos, Tectónica de Placas y el ""Cinturón de Fuego""","The topic involves geological concepts such as active volcanoes, plate tectonics, and a specific area known as the 'Ring of Fire'. Each of these terms are nouns or proper nouns that should be translated to Spanish using their equivalent terms: 'Volcanes Activos', 'Tectónica de Placas', and 'Cinturón de Fuego'. The definite article 'the' is translated as 'el'."
19,text-19-1,en,es,Los terremotos pueden crear formaciones terrestres en la superficie de la Tierra.,"The sentence describes the impact of natural events on geographical features. All the words in the sentence should be translated into Spanish, maintaining the focus on the potential for earthquakes to shape the land."
13,text-13-6,en,es,1.4 Interacciones entre Sistemas (5.1.4),The phrase 'Interactions between Systems' is a title and should be translated to maintain the context and meaning in the target language.
20,text-20-4,en,es,Los puntos representan volcanes activos.,"The sentence describes a concept about active volcanoes, and all elements are translatable to Spanish."
29,text-29-1,en,es,Dibuja un gráfico de barras para mostrar el agua salada en la Tierra comparada con el agua dulce en la Tierra.,"The text is asking to depict data through a bar graph. The task can be translated directly as it refers to a graphical representation of water types on Earth, which are nouns and the concept of graphing can be directly translated."
20,text-20-2,en,es,"Imagen de USGS, https://commons.wikimedia.org/wiki/File:Map_plate_tectonics_world.gif; dominio público","Although this text contains a URL and a credit for the image, the context indicates it's likely describing a source or reference for an image rather than a full sentence to be translated. However, proper nouns such as 'USGS' and the URL need to remain unchanged, and directives like 'public domain' should be translated to Spanish."
13,text-13-7,en,es,1.5 Impacto en los Humanos (5.1.5),The text 'Impact on Humans' is a phrase that needs to be translated into Spanish. It's important to maintain the meaning of 'impact' and refer correctly to 'humans' as 'humanos' in Spanish. The section reference '(5.1.5)' is purely numerical and does not require translation.
20,text-20-5,en,es,¿Qué notas sobre la ubicación de la mayoría de los volcanes mostrados?,"The sentence is a general inquiry about the locations of volcanoes and should be translated into Spanish accurately, maintaining the question format."
29,text-29-2,en,es,29,The provided text is a number which should remain unchanged in translation.
19,text-19-3,en,es,"Durante un terremoto, una falla puede deslizarse profundamente bajo tierra y no dejar evidencia en la superficie de que un terremoto ha ocurrido.","The sentence 'During an earthquake, a fault may slip deep underground and leave no evidence on the surface that an earthquake has occurred.' should be translated while maintaining the meaning and context. All nouns and verbs should be translated appropriately into Spanish."
19,text-19-2,en,es,Las montañas pueden formarse durante un terremoto cuando los bordes de las placas tectónicas se empujan entre sí.,"To accurately translate the sentence into Spanish, I need to ensure the key terms such as 'earthquake,' 'tectonic plates,' and 'mountains' are correctly translated to 'terremoto,' 'placas tectónicas,' and 'montañas.' The phrase maintains the causal relationship between the occurrence of earthquakes and the formation of mountains as the tectonic plates push together."
20,text-20-6,en,es,2. Las líneas oscuras representan los límites de las placas.,"When translating the sentence into Spanish, I need to ensure that the meaning is preserved by translating content words such as 'dark lines' and 'plate boundaries' accurately, while keeping the structure of the sentence intact."
13,text-13-8,en,es,"Imagen de Julius Silver, pixabay.com, CC0","The text provided appears to be a credit or attribution for an image, and the information includes a proper name and a website which should remain in their original form. Additionally, 'CC0' is a public domain dedication, which is recognized globally and should not be translated."
19,text-19-5,en,es,Fondo del Océano,"The phrase 'Ocean Floor' refers to the bottom surface of the ocean and both words are nouns. Therefore, it should be translated directly into the target language, Spanish."
13,text-13-10,en,es,Estos sistemas interactúan de múltiples maneras.,"In this sentence, 'systems' is a noun which can be translated to Spanish, as well as other words in the sentence."
13,text-13-9,en,es,"Los principales sistemas de la Tierra son la geosfera (roca sólida y fundida, suelo y sedimentos), la hidrosfera (agua y hielo), la atmósfera (aire) y la biosfera (seres vivos, incluidos los humanos).",The text describes Earth's major systems and uses specific scientific terms that need to be accurately translated into Spanish while maintaining the context.
20,text-20-7,en,es,¿Qué sabemos sobre los límites de las placas y los terremotos?,"The text is a question about the relationship between plate boundaries and earthquakes, which involves distinct scientific terms that should be directly translated into Spanish."
20,text-20-3,en,es,Preguntas de Enfoque,"The words 'Focus Questions' are a title indicating a specific section with questions to guide focus, and should thus be translated as a noun phrase into Spanish."
20,text-20-8,en,es,"Basado en lo que sabes sobre volcanes y terremotos,","The sentence 'Based on what you know about volcanoes and earthquakes,' uses nouns ('volcanoes' and 'earthquakes') that should be translated into Spanish, while maintaining the sentence structure and meaning."
10,text-10-0,en,es,¿Qué implica el Diseño de Ingeniería?,"To accurately translate the provided question into Spanish, it is important to understand that 'Engineering Design' can be directly translated as 'Diseño de Ingeniería,' maintaining the exact technical term. The rest of the sentence structure follows a straightforward word-for-word translation for clarity."
13,text-13-11,en,es,La meteorización y la erosión son ejemplos de interacciones entre los sistemas de la Tierra.,"This sentence contains concepts related to Earth's systems and processes, which should be translated into Spanish while maintaining their scientific meaning."
19,text-19-6,en,es,"En los océanos, las placas se separan en las dorsales oceánicas, causando volcanes, creando aberturas para que la lava suba, haga erupción y se enfríe.","The sentence explains a geological process involving mid-ocean ridges, plate movement, and volcanic activity. 'Plates', 'volcanoes', 'lava', and other nouns need to be translated to Spanish, while maintaining the original concept."
19,text-19-8,en,es,Esta es la razón por la cual hay una cadena montañosa que atraviesa los océanos.,"The sentence provided should be directly translated into Spanish, maintaining the meaning of the mountain range running through the oceans."
20,text-20-10,en,es,20,The number '20' is already in a universal format and does not need translation when converting from English to Spanish.
13,text-13-14,en,es,13,The number '13' is a numeral and should not be translated.
20,text-20-9,en,es,¿Qué predicciones se pueden hacer sobre los cambios en la superficie de la Tierra en el futuro?,"To provide an accurate translation, I will translate each part of the sentence into Spanish while ensuring the overall meaning is preserved. This means maintaining the core concept of predicting changes to Earth's surface over time."
13,text-13-12,en,es,"Algunas interacciones provocan deslizamientos de tierra, terremotos y erupciones volcánicas que impactan a los humanos y otros organismos.","Every part of the sentence should be translated, including nouns such as 'landslides', 'earthquakes', and 'volcanic eruptions', as well as the actions described in the sentence."
19,text-19-4,en,es,"Los terremotos en el océano pueden causar un tsunami, una gran ola de océano.","To translate the sentence accurately into Spanish while keeping the meaning and structure, each noun and descriptive word should be converted to its Spanish equivalent. 'Earthquakes' becomes 'Terremotos', 'ocean' is 'océano', 'tsunami' is already understood in Spanish, and 'large ocean wave' translates to 'gran ola de océano'."
10,text-10-2,en,es,Este proceso incluye una serie de componentes:,"The phrase consists of general terms ('process', 'includes', 'components') that can be directly translated, while keeping the noun 'components' plural."
10,text-10-1,en,es,"La ingeniería es un proceso creativo en el que se prueba cada nueva versión de un diseño y luego se modifica, basándose en lo aprendido hasta ese momento.",The sentence describes an engineering process where creativity and iterative testing and modification are involved. Every part of the sentence should be translated to convey the same meaning in Spanish.
10,text-10-3,en,es,1. Identificar el problema y definir criterios y restricciones.,The text is a sentence in English that includes a list format. It should be completely translated into Spanish.
19,text-19-9,en,es,Las placas al separarse causan terremotos.,"The English sentence contains nouns like 'plates' and 'earthquakes', which should be translated into Spanish for accuracy."
19,text-19-7,en,es,"A medida que más lava entra en erupción y empuja el fondo marino original hacia afuera, el fondo marino se expande y forma nueva corteza oceánica.","The sentence describes a geological process involving lava and the formation of new oceanic crust, which needs to be translated accurately while keeping all the technical terms intact."
19,text-19-10,en,es,La mayoría de las dorsales oceánicas se encuentran en lo profundo del mar.,"The phrase 'mid-ocean ridges' refers to a geographical feature, and the rest of the sentence is straightforward and should be translated directly."
13,text-13-13,en,es,Los humanos no pueden eliminar los peligros naturales; se pueden diseñar soluciones para reducir su impacto.,"To accurately translate the sentence into Spanish, it is important to note that 'humans' refers to people, 'eliminate natural hazards' implies removing or eradicating them, 'solutions' suggests methods or strategies, 'designed' refers to being created or planned, and 'reduce their impact' means to lessen their effects. Translating these concepts will ensure the meaning remains clear and accurate in Spanish."
10,text-10-4,en,es,2. Generando ideas para cómo resolver el problema.,The text is a phrase that needs to be translated from English to Spanish. All words should be translated as they are common vocabulary and do not include math or specific units.
19,text-19-11,en,es,La isla de Islandia se encuentra justo en la dorsal mesoatlántica.,'The island of Iceland sits right on the Mid-Atlantic ridge.' requires translating geographic locations and phrases into Spanish.
19,text-19-14,en,es,19,The number '19' remains the same in Spanish as numerals do not change with language.
19,text-19-12,en,es,"Dorsal Mesoatlántica por Mangwanani, dominio público",The phrase mentions 'Mid Atlantic Ridge' which is a proper noun and should be translated to its equivalent in Spanish while respecting grammar rules.
10,text-10-7,en,es,4. Construir y probar los prototipos.,The sentence is an action plan which involves building and testing. These verbs and nouns need to be translated accurately to Spanish.
19,text-19-13,en,es,El valle del rift en Islandia es parte de la Dorsal Mesoatlántica.,"The phrase 'rift valley in Iceland' and 'Mid-Atlantic Ridge' are proper nouns that refer to specific geological features; however, they can be translated to Spanish to fit the language context."
10,text-10-5,en,es,"Los ingenieros usan la investigación, la lluvia de ideas y la colaboración con otros para generar ideas para soluciones y diseños.","To accurately translate the sentence, it's important to maintain the meaning of key terms such as 'engineers', 'research', 'brainstorming', 'collaboration', 'ideas', 'solutions', and 'designs'. Each term needs to be translated into its Spanish equivalent while keeping the sentence structure coherent."
10,text-10-6,en,es,3. Utilizar criterios y restricciones para evaluar posibles soluciones de diseño e identificar la(s) que mejor aborden estos parámetros para el problema en contexto.,"This sentence involves terms related to design evaluation, which should be directly translated into Spanish following the same structure as the source text."
10,text-10-8,en,es,"Usando los datos recogidos, el ingeniero analiza qué tan bien los prototipos cumplen con los criterios y restricciones dados.","The sentence contains general English words that can be directly translated to Spanish since they have equivalent meanings. There are no proper nouns, math symbols or units that need special attention."
10,text-10-9,en,es,5. Sugerir o hacer mejoras en los prototipos para optimizar el diseño.,"The sentence is a straightforward instruction translated from English to Spanish, maintaining the structure and specificity of the instruction."
10,text-10-10,en,es,"En los estándares de Ciencia con Educación en Ingeniería (SEEd), los estándares específicos de ingeniería generalmente implican dos tipos de tareas:","The text describes specific engineering standards in the SEEd Standards, which can be translated directly into Spanish, as both 'science' and 'engineering education' are nouns that exist in Spanish."
10,text-10-13,en,es,La idea de desarrollar muchas soluciones posibles no está incluida porque se proporcionarán diversas soluciones.,The sentence needs to be translated while retaining the meaning that different solutions will be supplied.
10,text-10-15,en,es,10,The provided text '10' is a numeral and does not require translation as numerals remain the same across different languages.
10,text-10-12,en,es,"2. Si la norma incluye la idea de evaluar, entonces el proceso de diseño contendrá componentes de definir el problema (junto con la identificación de los criterios y restricciones) y optimizar una solución.","To translate the provided English text into Spanish, nouns like 'standard,' 'idea,' 'design process,' 'components,' 'problem,' 'criteria,' 'constraints,' and 'solution' should be translated while keeping the structure and meaning intact."
10,text-10-14,en,es,La idea de evaluar significa determinar la mejor solución entre las soluciones proporcionadas para la situación basándose en cumplir con los requisitos de criterios y restricciones.,"The sentence provided is a general statement about evaluation and does not contain any specific nouns or technical terms that need special translation considerations. Therefore, it can be directly translated to Spanish while maintaining the intended meaning."
18,text-18-2,en,es,El magma cerca de la superficie de la Tierra crea actividad volcánica.,"The phrase 'Earth’s surface' refers to a specific noun in English, and should be translated appropriately into Spanish, as well as the rest of the sentence."
18,text-18-1,en,es,"A lo largo del Cinturón de Fuego, las placas se superponen.","The sentence describes a geological phenomenon and includes the noun 'Ring of Fire', which should be translated accurately into Spanish while maintaining the meaning."
18,text-18-0,en,es,Los muchos volcanes y terremotos a lo largo del Anillo de Fuego son causados por la cantidad de movimiento de las placas tectónicas en la zona.,"The term 'Ring of Fire' is a noun and should remain in English because it refers to a specific region. The rest of the sentence, which describes geological activity, needs to be translated into Spanish."
18,text-18-6,en,es,Esto se llama rifteo continental.,"The phrase 'continental rifting' is a noun and should be translated to the target language, Spanish, while maintaining the same meaning."
18,text-18-4,en,es,Este tipo de límite genera una gran cantidad de terremotos a medida que la tensión en la corteza terrestre se acumula y se libera.,"The terms 'boundary', 'earthquakes', 'tension', and 'Earth's crust' refer to geological concepts that need to be translated accurately to maintain the original meaning in Spanish."
18,text-18-3,en,es,"La frontera entre las placas del Pacífico y de América del Norte (imagen del fenómeno) es un límite transformante, donde las placas se desplazan lateralmente una junto a la otra.","The sentence describes a geological concept, specifically a transform boundary between tectonic plates. Key terms like 'Pacific and North American Plates' and 'transform boundary' need to be translated accurately while keeping the scientific meaning intact."
18,text-18-8,en,es,Terremotos,The word 'Earthquakes' is a noun and should be translated to its equivalent in Spanish.
18,text-18-5,en,es,Las placas también pueden alejarse unas de otras dentro de un continente.,"In this sentence, 'Plates' refers to tectonic plates on a continent. The sentence states that these plates can move away from each other. The key terms to translate are 'Plates', 'move away', and 'continent'. The concept should maintain its meaning in the context of geology."
11,text-11-0,en,es,Tabla de contenidos,"The phrase 'Table of Contents' is a common English phrase referring to a section at the beginning of a book or document that lists the chapters or sections with their respective page numbers. In Spanish, this phrase is typically translated to maintain the same meaning."
11,text-11-2,en,es,13,The text '13' is a number and should remain unchanged in translation.
18,text-18-7,en,es,"Cuando esto ocurre, la corteza se adelgaza, se rompe y luego se divide.","Each part of the sentence should be translated into Spanish while maintaining the original structure: 'When this happens' translates to 'Cuando esto ocurre', 'the crust thins' to 'la corteza se adelgaza', 'breaks, and then splits apart' to 'se rompe y luego se divide'."
11,text-11-1,en,es,CAPÍTULO 1-Sistemas de la Tierra,"The phrase 'CHAPTER 1-Earth’s Systems' includes a title and a possessive noun that should be translated into Spanish. 'CHAPTER 1' translates to 'CAPÍTULO 1', and 'Earth’s Systems' is translated to 'Sistemas de la Tierra'."
18,text-18-10,en,es,Los terremotos pueden causar cambios repentinos que alteran dramáticamente el paisaje de la Tierra.,"The sentence discusses the impact of earthquakes, which is a noun, on the Earth's landscape. Both the term 'earthquake' and 'Earth' are nouns in this context and should be translated accurately into Spanish."
11,text-11-4,en,es,15,"Since '15' is a number, it should appear the same in the Spanish translation."
18,text-18-12,en,es,"Las porciones de la corteza terrestre se mueven, creando ondas.","The text refers to a geological process involving Earth's crust, which should be translated into Spanish as it describes a scientific concept."
18,text-18-11,en,es,"Tremendas fuerzas bajo la superficie de la Tierra acumulan presión, que se libera en ondas a lo largo de una falla.","The sentence contains a scientific description of geological phenomena, specifically referring to forces and processes related to faults. All the words in the sentence are nouns and verbs that should be translated into Spanish."
11,text-11-8,en,es,31,The number '31' is a numerical value and does not need translation.
11,text-11-3,en,es,Patrones en las características de la Tierra (5.1.1),"The title 'Patterns in Earth’s Features' refers to a general description of patterns related to geological characteristics of the Earth. The addition '(5.1.1)' is likely to be a course or section code and should not be translated. Therefore, only the actual noun-based title 'Patterns in Earth’s Features' should be translated."
11,text-11-7,en,es,1.3 Meteorización y Erosión (5.1.3),The phrase 'Weathering and Erosion' is a noun phrase and should be translated entirely to Spanish as they are common processes studied in geology.
11,text-11-5,en,es,1.2 Agua de la Tierra (5.1.2),"The phrase 'Earth’s Water' is referring to a noun, specifically it is indicating the water found on the planet Earth, and should be translated accordingly, while 1.2 and (5.1.2) are section numbers and should remain unchanged."
18,text-18-15,en,es,"En un terremoto, las ondas internas son responsables de los golpes bruscos.",The sentence describes the role of body waves in earthquakes and should be translated while preserving the meaning and context.
18,text-18-13,en,es,Algunas de las ondas son ondas superficiales porque viajan a lo largo de la superficie de la Tierra.,"To accurately translate this sentence, we need to understand that 'surface waves' and 'Earth' are specific nouns referring to a type of wave and the planet respectively, and should be translated into their Spanish equivalents. Thus, 'surface waves' becomes 'ondas superficiales' and 'Earth' becomes 'Tierra'."
18,text-18-16,en,es,Las ondas superficiales son responsables de la,"The phrase does not contain any mathematical symbols or units, hence, it can be directly translated into Spanish by converting each word into its equivalent in the target language."
11,text-11-6,en,es,23,The text '23' is a number and does not require translation.
18,text-18-14,en,es,"Otras ondas, llamadas ondas de cuerpo, viajan a través del interior de la Tierra.","The phrase 'body waves' refers to a specific type of wave in geology, so it should be translated directly into Spanish as 'ondas de cuerpo'. The word 'Earth' should be translated with its noun form 'la Tierra'."
18,text-18-9,en,es,"Los terremotos son ondas de energía que atraviesan la Tierra causadas por un desplazamiento repentino de las placas tectónicas a lo largo de las líneas de falla, una larga grieta en la superficie de la Tierra.","To ensure accurate translation of the sentence about earthquakes, I must translate all descriptive and explanatory elements while keeping the scientific terminology intact and recognizing proper nouns."
18,text-18-18,en,es,18,The number '18' should remain unchanged as it is a numerical value.
11,text-11-11,en,es,1.5 Impacto en los Humanos (5.1.5),The phrase 'Impact on Humans' contains nouns and should be translated into Spanish while keeping its context accurate.
11,text-11-9,en,es,1.4 Interacciones entre Sistemas (5.1.4),"The section title 'Interactions between Systems' is a general phrase that describes a topic without specific technical terms, so it can be directly translated into Spanish."
11,text-11-13,en,es,CAPÍTULO 2-Propiedades y Cambios en la Materia,The text 'CHAPTER 2-Properties and Changes in Matter' should be translated in its entirety as it consists of a title with nouns that should be translated to Spanish.
11,text-11-14,en,es,57,The number '57' is a numeral and should not be translated as it represents a quantity.
18,text-18-17,en,es,"Cinturón de Fuego del Pacífico por Gringer, https://en.wikipedia.org/wiki/File:Pacific_Ring_of_Fire.svg, dominio público","The sentence contains a proper noun 'Pacific Ring of Fire' which should be directly translated into Spanish while keeping the importance of its geophysical significance intact. Additionally, the associated author's name 'Gringer' and the URL should remain unchanged. The term 'public domain' is a common term that can be adequately translated into Spanish to convey the same meaning."
11,text-11-12,en,es,49,The number does not need translation as it's the same in Spanish.
11,text-11-16,en,es,59,The number '59' does not need translation as it is a numeric figure.
11,text-11-10,en,es,41,The number 41 does not require translation as numbers are universal.
11,text-11-15,en,es,Demasiado pequeño para ver,"The text 'Too Small to See' needs to be translated into Spanish. It is a statement and does not contain any units or math symbols that would need to be left as is. Therefore, it should be fully translated."
11,text-11-18,en,es,67,The number '67' is a numeral and does not change with translation.
11,text-11-17,en,es,2.2 Identificación de Sustancias (5.2.2),"This text includes a header indicating a section title. It includes numeric identifiers and should be translated entirely, maintaining the format of section titles."
23,text-23-1,en,es,Fenómeno,"The word 'Phenomenon' is a noun and should be translated to the target language, which is Spanish."
11,text-11-20,en,es,73,The number '73' is not a language-specific term and does not need to be translated.
11,text-11-22,en,es,79,The number '79' is a numeral and should not be translated.
11,text-11-21,en,es,2.4 Conservación de la Materia (5.2.4),The phrase 'Conservation of Matter' is a scientific term and should be translated accurately into Spanish. The numerical identifiers should not be translated.
11,text-11-24,en,es,85,The number '85' is a numerical value and does not need translation.
23,text-23-3,en,es,Agua salada y agua dulce,The terms 'Saltwater and freshwater' consist of nouns that should be translated into Spanish.
23,text-23-0,en,es,1.2 Agua de la Tierra (5.1.2),"The title 'Earth’s Water' should be translated into Spanish as it is a noun, but numerical values such as '1.2' and '5.1.2' should remain unchanged because they are section identifiers."
11,text-11-19,en,es,2.3 Combinando Sustancias (5.2.3),"The text consists of a title with a numeric value, which should be converted to the same value in the target language, except for the numbers and the section code which remain unchanged."
23,text-23-4,en,es,Agua Total en la Tierra,"The phrase 'Total Water on Earth' refers to a noun, specifically the quantity of all water present on the planet, and should be translated appropriately into Spanish."
11,text-11-23,en,es,CAPÍTULO 3 - Ciclo de la Materia en los Sistemas de la Tierra,The provided text is a title indicating a chapter of a book. The nouns and context should be fully translated to convey the meaning of the chapter title in Spanish.
11,text-11-26,en,es,87,The text '87' is a number and should not be translated as it is a numeral.
23,text-23-5,en,es,97%,The percentage symbol and numbers should remain unchanged as they are standard mathematical notations.
23,text-23-2,en,es,"La mayoría del agua que se encuentra en la Tierra es agua salada, no agua dulce.","To translate the text accurately, it is important to identify that 'water', 'saltwater', and 'freshwater' are nouns that need to be translated into the target language."
11,text-11-25,en,es,3.1 Plantas de Construcción (5.3.1),The text 'Building Plants (5.3.1)' is a title and consists of nouns that should be translated. The number '5.3.1' remains unchanged as it is a reference or section number.
23,text-23-7,en,es,3%,"The percentage symbol '%' should not be translated, it should remain the same in Spanish."
10,text-10-11,en,es,"Si el estándar incluye la idea de diseñar, entonces el proceso de diseño contendrá componentes de definición del problema (junto con la identificación de los criterios y restricciones), desarrollando muchas soluciones posibles, y optimizando una solución (por ejemplo, determinando la mejor solución para la situación basada en los criterios y restricciones, probando la solución, refinando la solución).","To accurately translate the text, it's important to maintain the technical terms related to the design process, such as 'defining the problem,' 'criteria and constraints,' 'developing solutions,' and 'optimizing a solution.' These concepts are crucial to the context of the text and must be preserved in the translation."
23,text-23-6,en,es,agua salina (océanos),"The phrase 'saline water (oceans)' contains a noun which refers to ocean water, and should be translated into Spanish with the appropriate term for 'saline water' and 'oceans'."
11,text-11-28,en,es,95,The number '95' is a numeral and does not change with language translation. Numerals should be kept the same when translating.
11,text-11-29,en,es,Movimiento de la materia (5.3.3),The title 'Movement of Matter' refers to a subject and should be translated into Spanish as well.
25,text-25-0,en,es,5.1.2 Agua de la Tierra,"The phrase 'Earth's Water' should be translated into Spanish, with 'Earth' translated as 'Tierra' and 'Water' translated as 'Agua'."
23,text-23-9,en,es,Casquetes polares y glaciares 68.7%,"The text provided consists of nouns and a numeric value with a percentage sign. The nouns 'Icecaps' and 'Glaciers' should be translated into the target language, which is Spanish, while the numeric value and the percentage sign remain unchanged."
11,text-11-27,en,es,3.2 Consumiendo Alimentos (5.3.2),"The phrase 'Consuming Food' is a general phrase that needs to be accurately translated to communicate the idea of eating, while the numbers in '3.2' and '5.3.2' are likely referencing sections or chapters and should remain unchanged."
23,text-23-8,en,es,Agua dulce,The term 'Fresh water' is a noun and should be translated to Spanish. The appropriate translation is 'agua dulce'.
11,text-11-32,en,es,109,This is a numerical value that does not change when translating languages.
11,text-11-30,en,es,101,"The text '101' is a number, and numbers typically remain the same across different languages. Therefore, there is no need for translation."
23,text-23-10,en,es,Agua subterránea 30.1%,'Ground Water' is a noun phrase that should be translated to Spanish as 'Agua subterránea'. The percentage '30.1%' remains unchanged as it is a numerical value.
11,text-11-31,en,es,3.4 Conservación de recursos (5.3.4),'Conserving Resources' is a phrase that should be translated as it is relevant to the context of sustainability.
